step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,52849,0.154033,0.607322,0.00155898,0.806412
200,8.8117,0.00365128,55712,0.18564,0.644831,0.00246085,0.850098
300,13.238,0.00215513,54855,0.200781,0.6402,0.00284469,0.837021
400,16.2066,0.00556577,54780,0.209386,0.669365,0.00278174,0.835876
500,18.7544,0.00682369,55087,0.216691,0.698529,0.0030753,0.840561
600,20.6092,0.00872839,55338,0.22257,0.68703,0.00352997,0.844391
700,22.1285,0.00301879,55501,0.22763,0.67073,0.00386654,0.846878
800,23.5496,0.00363194,55755,0.230487,0.68379,0.00411293,0.850754
900,24.6558,0.00226825,55965,0.233684,0.670903,0.00427813,0.853958
1000,25.4552,0.00172728,56095,0.235452,0.656715,0.00455177,0.855942
1100,26.0654,0.00363195,56140,0.238257,0.70655,0.00468795,0.856628
1200,27.2689,0.00320691,56256,0.241709,0.717903,0.00498978,0.858398
1300,28.662,0.00233963,56570,0.245197,0.710512,0.00515196,0.86319
1400,30.0148,0.00775453,56819,0.246549,0.753719,0.00515653,0.866989
1500,31.0753,0.00555653,57069,0.247408,0.733364,0.00517812,0.870804
1600,31.8077,0.00990518,57215,0.250362,0.72606,0.00513963,0.873032
1700,33.0303,0.0106007,57330,0.25351,0.746184,0.00504836,0.874786
1800,34.2187,0.0022584,57509,0.255549,0.689445,0.00517877,0.877518
1900,35.6331,0.00442474,57711,0.257594,0.704375,0.00503968,0.8806
1999,36.805,0.00847222,57848,0.259003,0.74274,0.00493393,0.88269
