step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.58688e-06,0.00245429,0,0,0
100,9.22453e-05,0.00245644,65536,0,0
200,0.000112628,0.00246228,65536,0,0
300,0.000110439,0.00247089,65536,0,0
400,0.000102877,0.00248141,65536,0,0
500,9.60225e-05,0.0024931,65536,0,0
600,9.18594e-05,0.00250544,65536,0,0
700,9.06528e-05,0.0025181,65536,0,0
800,9.20158e-05,0.00253083,65536,0,0
900,9.53375e-05,0.00254357,65536,0,0
1000,9.99597e-05,0.0025562,65536,0,0
1100,0.000105292,0.00256852,65536,0,0
1200,0.000110808,0.00258039,65536,0,0
1300,0.000116039,0.00259167,65536,0,0
1400,0.000120657,0.00260233,65536,0,0
1500,0.000124499,0.00261234,65536,0,0
1600,0.000127553,0.00262166,65536,0,0
1700,0.000129873,0.00263031,65536,0,0
1800,0.000131531,0.00263835,65536,0,0
1900,0.000132598,0.00264581,65536,0,0
1999,0.000133141,0.00265258,65536,0,0
