step,residue_coherence,orientation_alignment,corridor_count
0,5.79812e-05,0.000376839,0
50,0.00254948,0.000378234,0
100,0.0045229,0.000382901,0
150,0.00628065,0.000392157,0
200,0.00802442,0.000407534,0
250,0.00989988,0.000430429,0
300,0.012023,0.000460735,0
350,0.0144989,0.000494169,0
400,0.0174344,0.000519005,0
450,0.020948,0.000515804,0
500,0.0251745,0.000466179,0
550,0.0302811,0.000373031,0
600,0.0364723,0.000277374,0
650,0.0440071,0.000219943,0
700,0.0532107,0.000234037,0
750,0.0645097,0.000313808,0
800,0.0784537,0.000393881,0
850,0.0957787,0.000481317,0
900,0.117477,0.000568323,0
950,0.144922,0.000623097,0
999,0.179247,0.000641104,0
