continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.09774293720722199,0.5085222524404526,0.95,0.050185158911294554,0.02,0.4,0.58,0.58,0.49147774755954743,0.49147774755954743,100
