step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56994e-06,0.000734035,0,0,0
100,7.68505e-05,0.000757555,65533,0,0
200,0.000100632,0.000800496,65536,0,0
300,0.00012531,0.000844227,65536,0,0
400,0.000149245,0.000884061,65536,0,0
500,0.000167521,0.000919969,65536,0,0
600,0.000179203,0.000952565,65536,0,0
700,0.000185469,0.000982196,65536,0,0
800,0.000187837,0.001009,65536,0,0
900,0.00018756,0.00103303,65536,0,0
1000,0.000185525,0.00105434,65536,0,0
1100,0.00018234,0.00107305,65536,0,0
1200,0.000178413,0.00108934,65536,0,0
1300,0.000174022,0.00110341,65536,0,0
1400,0.000169347,0.00111546,65536,0,0
1500,0.00016452,0.00112574,65536,0,0
1600,0.000159625,0.00113445,65536,0,0
1700,0.000154726,0.00114181,65536,0,0
1800,0.000149866,0.00114799,65536,0,0
1900,0.000145072,0.00115314,65536,0,0
1999,0.000140413,0.00115737,65536,0,0
