step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.58688e-06,0.00245429,0,0,0
100,9.22456e-05,0.00245837,65535,0,0
200,0.000112628,0.00246878,65536,0,0
300,0.000110437,0.00248325,65536,0,0
400,0.000102864,0.00249997,65536,0,0
500,9.59907e-05,0.00251762,65536,0,0
600,9.17984e-05,0.00253527,65536,0,0
700,9.05551e-05,0.00255243,65536,0,0
800,9.1877e-05,0.00256889,65536,0,0
900,9.51564e-05,0.00258461,65536,0,0
1000,9.97359e-05,0.00259948,65536,0,0
1100,0.000105031,0.00261329,65536,0,0
1200,0.000110515,0.00262584,65536,0,0
1300,0.000115722,0.00263698,65536,0,0
1400,0.000120321,0.00264668,65536,0,0
1500,0.000124149,0.00265496,65536,0,0
1600,0.000127194,0.00266194,65536,0,0
1700,0.000129507,0.00266773,65536,0,0
1800,0.000131162,0.0026724,65536,0,0
1900,0.00013223,0.00267611,65536,0,0
1999,0.000132776,0.00267892,65536,0,0
