step,residue_coherence,orientation_alignment,corridor_count
0,3.13364e-06,0.00213747,0
100,0.000153218,0.00213655,0
200,0.000200291,0.00214127,0
300,0.000248946,0.00215101,0
400,0.00029603,0.00216796,0
500,0.000331879,0.0021943,0
600,0.00035485,0.00222986,0
700,0.000367271,0.00227313,0
800,0.000372114,0.00232217,0
900,0.000371796,0.00237498,0
1000,0.000368046,0.00242987,0
1100,0.000362044,0.00248536,0
1200,0.000354569,0.00254036,0
1300,0.000346157,0.00259394,0
1400,0.000337167,0.00264549,0
1500,0.000327846,0.00269452,0
1600,0.000318366,0.00274083,0
1700,0.000308849,0.00278417,0
1800,0.000299379,0.00282455,0
1900,0.000290017,0.00286196,0
1999,0.000280897,0.00289614,0
