continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.024286865592002868,1.0,0.8175024947226751,0.0,0.0,0.61,0.39,0.39,0.0,0.0,200
