step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,7.68324e-05,0.00136934,17039,0,0
200,0.000100566,0.00149693,17039,0,0
300,0.000125139,0.00161826,17039,0,0
400,0.000148955,0.00171622,17039,0,0
500,0.000167119,0.00178756,17039,0,0
600,0.00017874,0.00183521,17039,0,0
700,0.000184991,0.00186426,17039,0,0
800,0.000187392,0.00187971,17039,0,0
900,0.000187174,0.00188565,17039,0,0
1000,0.000185217,0.00188514,17039,0,0
1100,0.000182118,0.00188038,17039,0,0
1200,0.000178279,0.00187287,17039,0,0
1300,0.000173972,0.00186369,17039,0,0
1400,0.000169378,0.00185354,17039,0,0
1500,0.000164624,0.0018429,17039,0,0
1600,0.000159795,0.00183209,17039,0,0
1700,0.000154957,0.00182133,17039,0,0
1800,0.000150147,0.00181077,17039,0,0
1900,0.000145398,0.00180051,17039,0,0
1999,0.000140776,0.00179069,48497,0,0
