step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00139284,0.0014644,13766,0.00278328,0.0358632,0.00434803,0.210052
100,0.254689,0.000159923,48835,0.154934,0.792851,0.00507419,0.745163
200,0.718698,0.00294558,54429,0.217751,0.853985,0.00572243,0.830521
300,1.23265,0.00644686,54547,0.246835,0.864947,0.00624438,0.832321
400,1.6715,0.00183983,54579,0.265039,0.938038,0.00688077,0.832809
500,2.00278,0.00479211,54703,0.277391,0.971303,0.00718103,0.834702
600,2.27596,0.00378761,54826,0.287262,0.932426,0.00751459,0.836578
700,2.52178,0.00280028,55068,0.296378,0.981463,0.00777845,0.840271
800,2.71902,0.00704061,55341,0.301687,0.976967,0.00800413,0.844437
900,2.87941,0.00401625,55491,0.304949,0.955596,0.00821387,0.846725
1000,3.03262,0.00308361,55689,0.311725,0.996979,0.00840038,0.849747
1100,3.20224,0.00618895,55815,0.317517,0.970834,0.00864047,0.851669
1200,3.35883,0.00675591,56015,0.321351,0.992232,0.00908215,0.854721
1300,3.54476,0.00500421,56277,0.327581,1.00943,0.00941248,0.858719
1400,3.72987,0.00733176,56570,0.332507,1.01502,0.00987858,0.86319
1500,3.89044,0.00187161,56757,0.334721,1.01309,0.0105173,0.866043
1600,4.02148,0.00171655,57000,0.338448,1.0079,0.0110664,0.869751
1700,4.16722,0.0096539,57212,0.342983,1.04047,0.0113646,0.872986
1800,4.34147,0.00975643,57345,0.346103,0.993585,0.0116817,0.875015
1900,4.49735,0.00509318,57552,0.34891,1.00265,0.01203,0.878174
1999,4.65876,0.00488372,57740,0.353546,1.03312,0.0125814,0.881042
