step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.28531e-06,0.00263424,0,0,0
100,0.00030673,0.00269563,65536,0,0
200,0.000401442,0.00281724,65536,0,0
300,0.000500578,0.00295811,65536,0,0
400,0.000597047,0.00309648,65536,0,0
500,0.000670561,0.00322156,65536,0,0
600,0.000717419,0.00333074,65536,0,0
700,0.000742458,0.00342466,65536,0,0
800,0.000751864,0.0035051,65536,0,0
900,0.000750679,0.00357381,65536,0,0
1000,0.000742477,0.00363245,65536,0,0
1100,0.000729688,0.00368249,65536,0,0
1200,0.000713948,0.00372517,65536,0,0
1300,0.000696357,0.00376149,65536,0,0
1400,0.000677643,0.00379237,65536,0,0
1500,0.000658328,0.00381856,65536,0,0
1600,0.000638753,0.00384066,65536,0,0
1700,0.000619164,0.00385919,65536,0,0
1800,0.000599723,0.00387466,65536,0,0
1900,0.00058055,0.00388741,65536,0,0
1999,0.000561926,0.00389771,65536,0,0
