step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00164029,0.00143185,6855,0.00163923,0.0355706,0.00609055,0.104599
100,0.333224,0.00388558,40127,0.0973923,0.785633,0.00686575,0.612289
200,1.18747,0.00232767,49594,0.17278,0.952591,0.00727037,0.756744
300,2.36669,0.00550772,51406,0.215929,1.06599,0.00760656,0.784393
400,3.40772,0.0028569,52226,0.237544,0.918818,0.00787292,0.796906
500,4.23818,0.00232003,52726,0.255091,0.932019,0.00792358,0.804535
600,4.94553,0.00834179,53123,0.267378,1.01688,0.00757827,0.810593
700,5.49306,0.0046187,53409,0.277898,1.00686,0.00737698,0.814957
800,5.97643,0.00528277,53605,0.285733,0.996112,0.00740161,0.817947
900,6.46768,0.00169452,53904,0.291206,1.00034,0.00748083,0.82251
1000,6.79137,0.00920655,54163,0.297967,1.0596,0.00733363,0.826462
1100,7.12925,0.00442743,54366,0.302866,1.02338,0.00716285,0.829559
1200,7.43246,0.00183842,54605,0.308147,1.04276,0.00677604,0.833206
1300,7.99253,0.00408592,54904,0.318437,1.08149,0.00634438,0.837769
1400,8.35985,0.00278668,55056,0.320769,1.05896,0.0060026,0.840088
1500,8.64498,0.00380887,55315,0.323027,1.06292,0.00572197,0.84404
1600,9.04014,0.00673334,55511,0.327238,1.09095,0.00530923,0.847031
1700,9.4924,0.00554805,55807,0.333019,1.07408,0.00499711,0.851547
1800,9.90744,0.00510721,56067,0.338183,1.05954,0.004729,0.855515
1900,10.2694,0.00350527,56263,0.33992,1.13175,0.00441703,0.858505
1999,10.5011,0.00280553,56421,0.342937,1.16288,0.00417488,0.860916
