step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,7.68473e-05,0.001322,65532,0,0
200,0.000100891,0.00137263,65536,0,0
300,0.000126159,0.00142605,65536,0,0
400,0.000150693,0.00147437,65536,0,0
500,0.000169355,0.00151467,65536,0,0
600,0.000181221,0.00154663,65536,0,0
700,0.000187526,0.00157114,65536,0,0
800,0.000189846,0.00158938,65536,0,0
900,0.000189466,0.00160263,65536,0,0
1000,0.000187297,0.0016119,65536,0,0
1100,0.000183967,0.0016181,65536,0,0
1200,0.000179895,0.0016219,65536,0,0
1300,0.000175357,0.00162392,65536,0,0
1400,0.000170547,0.00162454,65536,0,0
1500,0.000165594,0.00162413,65536,0,0
1600,0.00016058,0.00162294,65536,0,0
1700,0.000155574,0.00162117,65536,0,0
1800,0.000150615,0.00161899,65536,0,0
1900,0.000145732,0.00161653,65536,0,0
1999,0.000140994,0.0016139,65536,0,0
