step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000801723,0.000942341,6708,0.00160054,0.0357842,0.00398144,0.102356
100,0.120167,0.00271189,36088,0.0819976,0.750992,0.00453099,0.550659
200,0.329586,0.00230085,47775,0.14872,0.802248,0.00519311,0.728989
300,0.624087,0.00208793,50630,0.188049,0.917914,0.00592653,0.772552
400,0.916046,0.00437871,51819,0.210057,0.995319,0.00660818,0.790695
500,1.16172,0.00223241,52347,0.226561,0.890892,0.00722079,0.798752
600,1.34655,0.00316166,52885,0.235849,1.03401,0.00780213,0.806961
700,1.52986,0.00558845,53226,0.246375,0.994539,0.0083642,0.812164
800,1.68227,0.00718135,53507,0.253577,1.01905,0.00885727,0.816452
900,1.80702,0.00590098,53761,0.258363,0.949824,0.00913525,0.820328
1000,1.92832,0.000538197,53971,0.264178,0.954648,0.00950731,0.823532
1100,2.05258,0.000677149,54242,0.270586,0.980016,0.009968,0.827667
1200,2.14389,0.00313977,54428,0.273884,1.01316,0.0104765,0.830505
1300,2.2537,0.00342624,54622,0.278249,1.00869,0.0108674,0.833466
1400,2.38746,0.00474498,54949,0.286109,1.01315,0.011256,0.838455
1500,2.51626,0.00371493,55246,0.289735,0.981569,0.0115379,0.842987
1600,2.57574,0.00342953,55509,0.288362,0.999845,0.0119621,0.847
1700,2.66806,0.00374102,55702,0.295354,1.00941,0.0121807,0.849945
1800,2.79844,0.00542593,55860,0.299761,1.07742,0.0123769,0.852356
1900,2.92384,0.00223594,56140,0.303094,1.0572,0.0126828,0.856628
1999,3.05713,0.00160672,56361,0.307142,1.05201,0.0128227,0.860001
