step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000812561,0.00255454,6797,0.00162221,0.0357967,0.00628121,0.103714
100,0.124458,0.00195053,36648,0.0850636,0.795646,0.00656349,0.559204
200,0.331473,0.00123527,47696,0.147545,0.818807,0.00705359,0.727783
300,0.624554,0.00176912,50179,0.186413,0.905076,0.00749758,0.765671
400,0.901213,0.00413105,51437,0.208604,0.855609,0.00805479,0.784866
500,1.15017,0.000964239,52046,0.224924,0.986086,0.00847325,0.794159
600,1.35805,0.0043195,52526,0.236929,0.943689,0.00873905,0.801483
700,1.5262,0.0078147,52884,0.244925,0.952386,0.00892088,0.806946
800,1.65296,0.00221464,53115,0.250904,0.928172,0.00911353,0.810471
900,1.79498,0.00360184,53520,0.260237,0.97366,0.00934152,0.81665
1000,1.93916,0.00646044,53809,0.266043,0.984148,0.00974218,0.82106
1100,2.03026,0.00483595,54160,0.269591,1.03775,0.0100797,0.826416
1200,2.14938,0.00160638,54404,0.274738,0.980226,0.0103569,0.830139
1300,2.23731,0.000668482,54540,0.278806,0.971877,0.0106756,0.832214
1400,2.31178,0.00209861,54774,0.282832,1.03091,0.0108989,0.835785
1500,2.39601,0.00412674,54965,0.285377,1.03511,0.0112837,0.838699
1600,2.52882,0.00348056,55188,0.290284,1.02524,0.0116263,0.842102
1700,2.65118,0.00263325,55453,0.296953,0.98655,0.0120848,0.846146
1800,2.82942,0.0046195,55672,0.300685,0.992575,0.0125278,0.849487
1900,2.9292,0.00453736,55916,0.304674,1.02454,0.0130337,0.85321
1999,3.04792,0.00144582,56162,0.307822,1.05866,0.0134169,0.856964
