step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00726083,0.000942341,28507,0.00362839,0.0425195,0.00398169,0.434982
100,3.33378,0.00444794,58405,0.0956976,0.507586,0.00423619,0.89119
200,10.1209,0.00364935,59620,0.122622,0.5956,0.00482387,0.909729
300,17.5743,0.00697049,59981,0.14421,0.661308,0.00544358,0.915237
400,24.1426,0.00335612,60116,0.159876,0.63365,0.00618287,0.917297
500,29.4772,0.00307662,60130,0.171373,0.651922,0.00689178,0.917511
600,33.1694,0.0084399,60155,0.180406,0.6512,0.00728257,0.917892
700,36.2591,0.00465919,60227,0.186589,0.696794,0.00784068,0.918991
800,38.6942,0.00980626,60230,0.192044,0.647971,0.00837311,0.919037
900,40.9146,0.0135728,60340,0.197218,0.673232,0.00876955,0.920715
1000,43.0209,0.0190892,60459,0.201165,0.749154,0.00941942,0.922531
1100,45.15,0.0135898,60498,0.204886,0.682701,0.0100714,0.923126
1200,47.326,0.0159506,60638,0.208548,0.664727,0.0107378,0.925262
1300,49.3179,0.0136057,60689,0.211973,0.661097,0.0113061,0.926041
1400,50.9007,0.0121387,60792,0.215057,0.670198,0.0116855,0.927612
1500,53.2688,0.0162855,60938,0.217708,0.696331,0.0120968,0.92984
1600,55.6233,0.0184299,61023,0.219795,0.686866,0.0124325,0.931137
1700,57.6919,0.0177087,61167,0.222145,0.672935,0.0128219,0.933334
1800,60.0789,0.0151908,61249,0.224904,0.675508,0.0131508,0.934586
1900,62.5455,0.0154437,61398,0.227935,0.674057,0.0135137,0.936859
1999,65.4596,0.0198194,61484,0.230492,0.721192,0.013805,0.938171
