step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,2.59773e-06,0,0,0,0
100,7.85198e-05,0.000550325,65536,0,0
200,0.00010201,0.00052073,65536,0,0
300,0.000126102,0.000513519,65536,0,0
400,0.000149527,0.000526956,65536,0,0
500,0.000167446,0.000553135,65536,0,0
600,0.000178912,0.000584225,65536,0,0
700,0.000185062,0.000615349,65536,0,0
800,0.000187389,0.000644236,65536,0,0
900,0.000187113,0.00067014,65536,0,0
1000,0.000185108,0.000693067,65536,0,0
1100,0.00018197,0.000713377,65536,0,0
1200,0.0001781,0.000731496,65536,0,0
1300,0.000173764,0.000747816,65536,0,0
1400,0.000169148,0.000762685,65536,0,0
1500,0.000164376,0.000776382,65536,0,0
1600,0.000159531,0.000789089,65536,0,0
1700,0.000154679,0.000800977,65536,0,0
1800,0.000149858,0.000812143,65536,0,0
1900,0.000145102,0.000822673,65536,0,0
1999,0.000140438,0.000832634,65536,0,0
