continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.13383895674187843,0.4228344475556169,0.8174304185947713,4.491573488096496,0.0,0.342,0.658,0.658,0.5771655524443831,0.5771655524443831,500
