step,residue_coherence,orientation_alignment,corridor_count
0,3.14785e-06,0.00232565,0
100,0.000154047,0.00224724,0
200,0.000200626,0.00210215,0
300,0.000248251,0.00195027,0
400,0.000294804,0.00180646,0
500,0.00033067,0.0016771,0
600,0.000353812,0.00156399,0
700,0.00036643,0.00146696,0
800,0.000371453,0.00138513,0
900,0.000371288,0.00131721,0
1000,0.000367667,0.00126179,0
1100,0.000361761,0.00121734,0
1200,0.00035437,0.00118232,0
1300,0.000346022,0.00115522,0
1400,0.000337081,0.00113466,0
1500,0.0003278,0.00111936,0
1600,0.000318348,0.00110824,0
1700,0.000308857,0.00110033,0
1800,0.000299406,0.00109486,0
1900,0.000290053,0.00109119,0
1999,0.000280946,0.00108884,0
