step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56355e-06,0.00042173,0,0,0
100,7.6721e-05,0.000385596,65536,0,0
200,0.000100327,0.000340642,65536,0,0
300,0.000124648,0.000325407,65536,0,0
400,0.00014834,0.000336668,65536,0,0
500,0.000166444,0.000358953,65536,0,0
600,0.000178039,0.000380704,65536,0,0
700,0.000184302,0.000396576,65536,0,0
800,0.000186728,0.000405009,65536,0,0
900,0.000186546,0.000406223,65536,0,0
1000,0.000184627,0.00040131,65536,0,0
1100,0.000181569,0.000391532,65536,0,0
1200,0.000177769,0.000378264,65536,0,0
1300,0.0001735,0.000362638,65536,0,0
1400,0.000168941,0.000345728,65536,0,0
1500,0.00016422,0.000328363,65536,0,0
1600,0.000159422,0.000311288,65536,0,0
1700,0.000154608,0.000295056,65536,0,0
1800,0.000149823,0.000280203,65536,0,0
1900,0.000145098,0.000267027,65536,0,0
1999,0.000140497,0.000255936,65536,0,0
