step,residue_coherence,orientation_alignment,corridor_count
0,0.000113134,0.0013481,0
100,0.0110933,0.00114145,0
200,0.0268446,0.00079632,0
300,0.058032,0.00156308,0
400,0.128068,0.00276907,0
500,0.308238,0.000480037,1952
600,0.870942,0.000643533,52844
700,2.63266,0.000835329,65536
800,7.4106,0.000797825,65536
900,20.1736,0.000782639,65536
1000,54.613,0.000787487,65536
1100,147.735,0.000787543,65536
1200,399.605,0.000787493,65536
1300,1080.86,0.000787486,65536
1400,2923.51,0.000787477,65536
1500,7907.58,0.000787477,65536
1600,21388.5,0.000787471,65536
1700,57852.1,0.000787468,65536
1800,156478,0.000787474,65536
1900,423244,0.00078746,65536
1999,1.13347e+06,0.000787468,65536
