step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00552397,0.00255454,13697,0.00276169,0.0421307,0.00628121,0.209
100,3.28209,0.00103515,46976,0.0558759,0.301331,0.00676847,0.716797
200,8.84273,0.00612814,49128,0.0728122,0.317876,0.00693437,0.749634
300,13.2893,0.00309968,50152,0.0802126,0.322828,0.00706246,0.765259
400,16.4853,0.00504248,50813,0.0851671,0.350622,0.00730755,0.775345
500,18.6989,0.00183889,51455,0.088724,0.345761,0.00759457,0.785141
600,20.4033,0.00633895,51859,0.0915952,0.339427,0.00789304,0.791306
700,22.1172,0.00759929,52301,0.0938031,0.334569,0.00833625,0.79805
800,23.425,0.00514508,52749,0.0962712,0.376643,0.00862087,0.804886
900,24.7118,0.00355706,53003,0.0983427,0.360924,0.00889159,0.808762
1000,25.8773,0.00442879,53338,0.0994972,0.362201,0.00931743,0.813873
1100,27.3864,0.00336915,53711,0.100875,0.329523,0.0100492,0.819565
1200,28.6135,0.0030249,53958,0.102586,0.346997,0.0104589,0.823334
1300,29.8643,0.00433442,54199,0.103906,0.357127,0.0109202,0.827011
1400,30.7513,0.00634575,54280,0.104747,0.360482,0.0113044,0.828247
1500,31.7241,0.00766455,54499,0.105731,0.377388,0.0114868,0.831589
1600,32.7385,0.00757547,54757,0.107086,0.351548,0.0118101,0.835526
1700,34.2031,0.00592058,55025,0.108577,0.365861,0.0119909,0.839615
1800,35.8948,0.014788,55352,0.109905,0.364349,0.0122785,0.844604
1900,36.9652,0.0131579,55427,0.110783,0.361206,0.0125407,0.845749
1999,38.0577,0.0168303,55642,0.112008,0.358928,0.01285,0.84903
