step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,9.15795e-05,0.000582502,65533,0,0
200,0.000111864,0.00059275,65536,0,0
300,0.000109746,0.000604503,65536,0,0
400,0.000102355,0.000616524,65536,0,0
500,9.56769e-05,0.000628287,65536,0,0
600,9.16455e-05,0.000639573,65536,0,0
700,9.05313e-05,0.000650559,65536,0,0
800,9.19791e-05,0.0006615,65536,0,0
900,9.53875e-05,0.000672504,65536,0,0
1000,0.000100087,0.00068333,65536,0,0
1100,0.000105466,0.000693798,65536,0,0
1200,0.000110989,0.000703765,65536,0,0
1300,0.000116195,0.000713096,65536,0,0
1400,0.000120761,0.000721802,65536,0,0
1500,0.00012455,0.00072989,65536,0,0
1600,0.000127556,0.000737377,65536,0,0
1700,0.000129834,0.000744225,65536,0,0
1800,0.000131455,0.000750437,65536,0,0
1900,0.000132493,0.00075601,65536,0,0
1999,0.000133011,0.000760923,65536,0,0
