step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,52395,0.102821,0.465542,0.00155898,0.799484
200,8.8117,0.00365128,51789,0.128526,0.491141,0.00246085,0.790237
300,13.238,0.00215513,52121,0.140946,0.483803,0.00284469,0.795303
400,16.2066,0.00556577,52634,0.147944,0.522544,0.00278174,0.803131
500,18.7544,0.00682369,53159,0.15393,0.537822,0.0030753,0.811142
600,20.6092,0.00872839,53500,0.158707,0.515313,0.00352997,0.816345
700,22.1285,0.00301879,53897,0.162714,0.51945,0.00386654,0.822403
800,23.5496,0.00363194,54170,0.165006,0.513522,0.00411293,0.826569
900,24.6558,0.00226825,54459,0.16756,0.513573,0.00427813,0.830978
1000,25.4552,0.00172728,54554,0.168952,0.525408,0.00455177,0.832428
1100,26.0654,0.00363195,54572,0.171276,0.533205,0.00468795,0.832703
1200,27.2689,0.00320691,54935,0.173893,0.547394,0.00498978,0.838242
1300,28.662,0.00233963,55256,0.176742,0.5376,0.00515196,0.84314
1400,30.0148,0.00775453,55498,0.177761,0.566494,0.00515653,0.846832
1500,31.0753,0.00555653,55708,0.178377,0.551381,0.00517812,0.850037
1600,31.8077,0.00990518,55885,0.180852,0.544278,0.00513963,0.852737
1700,33.0303,0.0106007,56079,0.183303,0.562401,0.00504836,0.855698
1800,34.2187,0.0022584,56275,0.184915,0.519525,0.00517877,0.858688
1900,35.6331,0.00442474,56427,0.186498,0.532794,0.00503968,0.861008
1999,36.805,0.00847222,56641,0.18766,0.562915,0.00493393,0.864273
