step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56781e-06,0.0021795,0,0,0
100,9.11996e-05,0.00217772,65536,0,0
200,0.000111464,0.00217244,65536,0,0
300,0.000109436,0.00216393,65536,0,0
400,0.000102149,0.0021527,65536,0,0
500,9.55988e-05,0.00213917,65536,0,0
600,9.16269e-05,0.00212363,65536,0,0
700,9.0552e-05,0.00210651,65536,0,0
800,9.2026e-05,0.00208813,65536,0,0
900,9.54432e-05,0.0020689,65536,0,0
1000,0.000100127,0.00204928,65536,0,0
1100,0.000105478,0.00202961,65536,0,0
1200,0.000110979,0.00200999,65536,0,0
1300,0.00011617,0.00199049,65536,0,0
1400,0.000120735,0.00197121,65536,0,0
1500,0.000124529,0.00195219,65536,0,0
1600,0.00012754,0.0019335,65536,0,0
1700,0.000129824,0.00191517,65536,0,0
1800,0.00013145,0.00189728,65536,0,0
1900,0.000132492,0.0018799,65536,0,0
1999,0.000133014,0.0018632,65536,0,0
