step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00552397,0.00255454,13697,0.00276169,0.0421307,0.00628121,0.209
100,3.28209,0.00103515,52674,0.201376,0.926191,0.00676847,0.803741
200,8.84273,0.00612814,55650,0.26907,1.00141,0.00693437,0.849152
300,13.2893,0.00309968,54807,0.297713,1.00736,0.00706246,0.836288
400,16.4853,0.00504248,54770,0.31484,1.09153,0.00730755,0.835724
500,18.6989,0.00183889,54979,0.326884,1.03876,0.00759457,0.838913
600,20.4033,0.00633895,55218,0.336415,0.995306,0.00789304,0.84256
700,22.1172,0.00759929,55481,0.344181,1.03107,0.00833625,0.846573
800,23.425,0.00514508,55713,0.352196,1.08839,0.00862087,0.850113
900,24.7118,0.00355706,55914,0.359507,1.10549,0.00889159,0.85318
1000,25.8773,0.00442879,56140,0.36266,1.06386,0.00931743,0.856628
1100,27.3864,0.00336915,56482,0.367517,0.981389,0.0100492,0.861847
1200,28.6135,0.0030249,56732,0.372786,1.05176,0.0104589,0.865662
1300,29.8643,0.00433442,56864,0.377497,1.10231,0.0109202,0.867676
1400,30.7513,0.00634575,57047,0.37982,1.12658,0.0113044,0.870468
1500,31.7241,0.00766455,57206,0.383327,1.11303,0.0114868,0.872894
1600,32.7385,0.00757547,57350,0.387465,1.05793,0.0118101,0.875092
1700,34.2031,0.00592058,57595,0.391752,1.10486,0.0119909,0.87883
1800,35.8948,0.014788,57832,0.396594,1.08542,0.0122785,0.882446
1900,36.9652,0.0131579,57988,0.399422,1.13782,0.0125407,0.884827
1999,38.0577,0.0168303,58117,0.403367,1.09922,0.01285,0.886795
