step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00559597,0.000820464,13905,0.0027977,0.0357288,0.00094138,0.212173
100,3.32432,0.000946469,52395,0.0860475,0.415542,0.00155898,0.799484
200,8.8117,0.00365128,51745,0.105518,0.442076,0.00246085,0.789566
300,13.238,0.00215513,52090,0.115198,0.433803,0.00284469,0.79483
400,16.2066,0.00556577,52600,0.120738,0.473768,0.00278174,0.802612
500,18.7544,0.00682369,53129,0.125475,0.488087,0.0030753,0.810684
600,20.6092,0.00872839,53476,0.129313,0.465313,0.00352997,0.815979
700,22.1285,0.00301879,53870,0.132518,0.469565,0.00386654,0.821991
800,23.5496,0.00363194,54149,0.134486,0.463522,0.00411293,0.826248
900,24.6558,0.00226825,54430,0.136623,0.463641,0.00427813,0.830536
1000,25.4552,0.00172728,54528,0.137652,0.478567,0.00455177,0.832031
1100,26.0654,0.00363195,54548,0.139673,0.483206,0.00468795,0.832336
1200,27.2689,0.00320691,54922,0.141876,0.497758,0.00498978,0.838043
1300,28.662,0.00233963,55235,0.144166,0.4876,0.00515196,0.842819
1400,30.0148,0.00775453,55481,0.144989,0.516494,0.00515653,0.846573
1500,31.0753,0.00555653,55694,0.145473,0.501391,0.00517812,0.849823
1600,31.8077,0.00990518,55867,0.147651,0.494278,0.00513963,0.852463
1700,33.0303,0.0106007,56068,0.149626,0.512401,0.00504836,0.85553
1800,34.2187,0.0022584,56251,0.151025,0.469525,0.00517877,0.858322
1900,35.6331,0.00442474,56413,0.152383,0.482794,0.00503968,0.860794
1999,36.805,0.00847222,56617,0.153377,0.512915,0.00493393,0.863907
