step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.58688e-06,0.00245429,0,0,0
100,8.35022e-05,0.00248187,65530,0,0
200,9.80273e-05,0.00253521,65535,0,0
300,0.000102929,0.00258978,65536,0,0
400,0.000111988,0.00263556,65536,0,0
500,0.000124643,0.00266979,65536,0,0
600,0.00013777,0.00269165,65536,0,0
700,0.000149096,0.0027015,65536,0,0
800,0.000157672,0.00270085,65536,0,0
900,0.000163477,0.00269153,65536,0,0
1000,0.000166915,0.00267557,65536,0,0
1100,0.000168463,0.00265471,65536,0,0
1200,0.000168556,0.00263047,65536,0,0
1300,0.000167537,0.00260421,65536,0,0
1400,0.000165679,0.00257687,65536,0,0
1500,0.00016319,0.00254929,65536,0,0
1600,0.000160235,0.00252208,65536,0,0
1700,0.000156939,0.00249569,65536,0,0
1800,0.000153396,0.0024704,65536,0,0
1900,0.000149687,0.00244648,65536,0,0
1999,0.000145904,0.00242421,65536,0,0
