continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.07644040912389755,0.4610691499710083,0.8174003155946559,1.2676054284825935,0.0,0.49,0.51,0.51,0.5389308500289918,0.5389308500289918,200
