theta_g,mean,std
0.05,0.004946116342091014,0.0
0.1,0.006157497062160739,0.004701544529126209
0.15,0.004240389193217141,0.0
0.2,0.0053262946611550045,0.004304037451490329
0.25,0.003539603347025919,0.0
0.3,0.00453370841281659,0.004058098828004641
0.4,0.014392730374326639,
0.5,0.013562299510861483,
0.6,0.012768865247573414,
0.7,0.01211913304759168,
0.8,0.011647045643634737,
0.9,0.011230400138861578,
1.0,0.010851896301257427,
