step,active_fraction,mean_mismatch,mean_residue,admissible_cells,activation_events,activation_fraction_of_admissible,inadmissible_update_count,inadmissible_update_fraction,inadmissible_activation_count,inadmissible_activation_fraction,traceability_failure_count,traceability_failure_fraction,trace_depth_mean
111,0.011962890625,0.018338904880552627,0.06499567155682737,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
112,0.01025390625,0.018343453355673243,0.0648584101537591,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
113,0.01025390625,0.01835289974601178,0.0647225213647215,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
114,0.009765625,0.018351273253613208,0.06456357740107427,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
115,0.0126953125,0.0183507351128265,0.06455270725206352,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
116,0.013427734375,0.018333298474660857,0.06457856689829289,55,0,0.0,0,0.0,0,0.0,0,0.0,0.0
117,0.010498046875,0.018306698639812605,0.06445768357305998,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
118,0.010986328125,0.018297295117083504,0.06436242314357937,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
119,0.010009765625,0.01829087229036875,0.06421928719339356,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
120,0.010498046875,0.018285036371615555,0.06410199666520963,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
121,0.00927734375,0.01827740967509537,0.06392484388605753,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
122,0.009033203125,0.018275302496885856,0.06373725560344695,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
123,0.010009765625,0.018268528095383464,0.06360037132866249,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
124,0.0087890625,0.01826466730167138,0.06340382074037587,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
125,0.0087890625,0.018254648108102733,0.0632092356579721,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
126,0.01171875,0.018256033935722952,0.06316308080139238,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
127,0.01171875,0.01825800971212777,0.06311738749337846,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
128,0.009765625,0.018265597330138387,0.06297449486844467,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
129,0.0107421875,0.018267672904994953,0.06288185929476023,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
130,0.013916015625,0.018239619722029133,0.06294884148306262,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
131,0.01171875,0.018227431947891552,0.062905290568232,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
132,0.007568359375,0.018231046482418536,0.06265465563129968,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
133,0.010986328125,0.018238585928272235,0.06257742548123668,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
134,0.012939453125,0.018245791624349125,0.06259862388267431,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
135,0.0126953125,0.01823074513888917,0.06260740326884756,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
136,0.013671875,0.01820072852326668,0.0626649229861591,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
137,0.009033203125,0.018203185688011443,0.06248993391254749,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
138,0.009765625,0.018198853445281313,0.06235331582342203,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
139,0.010986328125,0.018196632984344048,0.06227909907143781,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
140,0.005126953125,0.018196423464222358,0.06191265573697343,21,0,0.0,0,0.0,0,0.0,0,0.0,0.0
141,0.00927734375,0.01818862817803988,0.061757396367103694,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
142,0.009521484375,0.018188019331135983,0.061615896622182656,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
143,0.01171875,0.018190216861934855,0.061585675155960834,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
144,0.012451171875,0.018187831599756926,0.06159237699815122,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
145,0.0146484375,0.01818174013564345,0.06170887510316972,60,0,0.0,0,0.0,0,0.0,0,0.0,0.0
146,0.011962890625,0.018192100402708404,0.06168993088338801,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
147,0.01123046875,0.01818881307436685,0.06163455501205413,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
148,0.010009765625,0.018176147763984393,0.06151869774318358,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
149,0.00927734375,0.018170465077529285,0.06136737795325174,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
150,0.01123046875,0.01814598623379464,0.06131522761121923,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
151,0.01220703125,0.01812439998950702,0.06131242689760704,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
152,0.008056640625,0.018129335141711448,0.06110213465988096,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
153,0.0078125,0.01812218579672714,0.060881738313282155,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
154,0.00732421875,0.018128263400953606,0.060639131867649326,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0
155,0.00634765625,0.0181212848864114,0.060350123361472836,26,0,0.0,0,0.0,0,0.0,0,0.0,0.0
156,0.010009765625,0.018122152926298138,0.0602471104091081,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
157,0.013671875,0.018110751284143974,0.060328233055017035,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
158,0.01220703125,0.018096201301109963,0.06033530228696686,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
159,0.011474609375,0.018093773630474912,0.06030567973284719,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
160,0.011962890625,0.018087409956194726,0.06030076746676871,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
161,0.010498046875,0.018083875674938684,0.06022266213585103,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
162,0.0107421875,0.01808179057853669,0.060157544889492515,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
163,0.010986328125,0.0180838439070803,0.0601052858468476,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
164,0.010986328125,0.01808162111944374,0.06005354939462912,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
165,0.012939453125,0.01806523221588139,0.06009998655693282,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
166,0.010986328125,0.018049633244440047,0.0600483030976135,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
167,0.009765625,0.018038206830216102,0.05993610131663736,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
168,0.01220703125,0.01803178877502945,0.05994709186597098,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
169,0.0087890625,0.018024692764147004,0.05978707407231128,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
170,0.010009765625,0.018026011497205785,0.05968969161283816,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
171,0.010498046875,0.01800828107089318,0.05961769704045978,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
172,0.012939453125,0.017992083087337317,0.05966849272630518,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
173,0.0107421875,0.01798990030176613,0.059608917174042125,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
174,0.01025390625,0.017992598562497276,0.05952552331480171,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
175,0.01318359375,0.017992108603526197,0.05958944776915369,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
176,0.01318359375,0.01800382315950305,0.05965273297896215,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
177,0.00927734375,0.018005469734369194,0.05952007283667253,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
178,0.010009765625,0.0180010409340997,0.0594253603895558,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
179,0.008544921875,0.017991399750737318,0.059258352879410246,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
180,0.009521484375,0.017978438611247233,0.059141843569366144,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
181,0.010009765625,0.017978053397294188,0.05905091341492248,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
182,0.00927734375,0.017970033612606844,0.058924271468273254,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
183,0.007080078125,0.01796876619592396,0.05868903265984052,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
184,0.009033203125,0.017973115238657935,0.058553802489492116,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
185,0.013916015625,0.017956644960977184,0.05866406524584719,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
186,0.009765625,0.01794814658627064,0.05856570584338873,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
187,0.0078125,0.017940085661594395,0.058370673784954835,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
188,0.0087890625,0.01794411215558174,0.05822642017210528,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
189,0.012451171875,0.01793419206548663,0.05826671456413424,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
190,0.011962890625,0.0179249975746349,0.05828219194974289,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
191,0.01025390625,0.017922559505819457,0.058212065342745464,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
192,0.008544921875,0.017914572774870956,0.05805719078306801,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
193,0.01171875,0.017907482334277608,0.05806255637523733,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
194,0.0048828125,0.017908564079153668,0.05772607143648495,20,0,0.0,0,0.0,0,0.0,0,0.0,0.0
195,0.007568359375,0.017907204487221405,0.0575272286908701,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
196,0.0087890625,0.017903970835455883,0.05739140952896141,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
197,0.01025390625,0.01789818796910318,0.05733019074617178,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
198,0.008056640625,0.017890994808818506,0.05715972086996007,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
199,0.009765625,0.017870414609972213,0.05707640491126047,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
200,0.007080078125,0.017871380063068893,0.05685964476839786,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
201,0.0107421875,0.01785892478709945,0.05682815769571388,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
202,0.010009765625,0.017857294386694613,0.056760364400006744,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
203,0.009521484375,0.01784961387245593,0.05666883497475668,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
204,0.0107421875,0.017850996096076335,0.0566392560000091,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
205,0.011474609375,0.01784137001995053,0.056646593908759015,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
206,0.007568359375,0.017837349639004282,0.05645854593842142,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
207,0.007568359375,0.017846438828269952,0.05627237844778721,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
208,0.00732421875,0.01784832548959558,0.056075865600809335,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0
209,0.00927734375,0.01785236989845257,0.05597897413230125,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
210,0.007568359375,0.017850890093660834,0.055797602359728235,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
211,0.010498046875,0.017838437090288276,0.05576452867988095,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
212,0.009765625,0.017835778093664323,0.05569516464308214,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
213,0.009521484375,0.017837338915355175,0.05561428721540132,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
214,0.009033203125,0.017825220862286176,0.0555098044994973,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
215,0.008056640625,0.017815716807708708,0.05535753848575233,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
216,0.010986328125,0.017799815514962083,0.055353279507144804,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
217,0.010009765625,0.017785609263390206,0.05530023499332336,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
218,0.010498046875,0.017774804755053372,0.05527213498714013,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
219,0.011962890625,0.01777885910596732,0.055317558168518716,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
220,0.00927734375,0.017775994963672777,0.055228249774333535,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
221,0.00830078125,0.01777878729998996,0.05509100633909019,34,0,0.0,0,0.0,0,0.0,0,0.0,0.0
222,0.01025390625,0.01777724645037105,0.0550527915881993,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
223,0.0068359375,0.017782812200505232,0.0548440605473173,28,0,0.0,0,0.0,0,0.0,0,0.0,0.0
224,0.008056640625,0.017787716255638276,0.05469845197309413,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
225,0.005615234375,0.01778954955918754,0.05443222917211318,23,0,0.0,0,0.0,0,0.0,0,0.0,0.0
226,0.007080078125,0.017787203913503736,0.054241910786642054,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
227,0.00927734375,0.017789089496933565,0.05416335886627563,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
228,0.009765625,0.017772159936556717,0.05411000652761288,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
229,0.008056640625,0.01775636862205516,0.053971738493586746,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
230,0.010498046875,0.01774349852396908,0.05395692345240088,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
231,0.010009765625,0.017731401747764733,0.05391784249912687,41,1,0.024390243902439025,0,0.0,0,0.0,0,0.0,0.0
232,0.00927734375,0.017723062679386132,0.0538425312616356,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
233,0.00927734375,0.017720558797074862,0.053767973136519244,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
234,0.008056640625,0.017714835635175674,0.05363312543640404,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
235,0.0126953125,0.01771107851507015,0.053731559807040016,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
236,0.008544921875,0.017704893430043753,0.05362149030271961,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
237,0.006103515625,0.01769752733457263,0.05339045118094241,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0
238,0.01025390625,0.017695785897346446,0.053369241981632995,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
239,0.006591796875,0.01769449962878896,0.05316513940556665,27,0,0.0,0,0.0,0,0.0,0,0.0,0.0
240,0.00634765625,0.017700922284065695,0.05295087082401099,26,0,0.0,0,0.0,0,0.0,0,0.0,0.0
