step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,8.29277e-05,0.000583402,65532,0,0
200,9.76089e-05,0.000595744,65536,0,0
300,0.000103028,0.000609704,65536,0,0
400,0.000112829,0.000623514,65536,0,0
500,0.000126238,0.000636573,65536,0,0
600,0.00013993,0.000648452,65536,0,0
700,0.000151591,0.000659003,65536,0,0
800,0.000160325,0.000668328,65536,0,0
900,0.000166177,0.000676607,65536,0,0
1000,0.000169586,0.000684001,65536,0,0
1100,0.000171052,0.000690647,65536,0,0
1200,0.000171022,0.000696682,65536,0,0
1300,0.000169854,0.000702207,65536,0,0
1400,0.000167831,0.000707318,65536,0,0
1500,0.000165165,0.000712087,65536,0,0
1600,0.000162029,0.000716576,65536,0,0
1700,0.000158552,0.000720826,65536,0,0
1800,0.000154834,0.000724869,65536,0,0
1900,0.000150952,0.00072872,65536,0,0
1999,0.000147007,0.000732379,65536,0,0
