step,residue_coherence,orientation_alignment,corridor_count
0,3.15178e-06,0.000520555,0
100,0.00015358,0.00053623,0
200,0.000200481,0.000578672,0
300,0.00024914,0.000629112,0
400,0.000296379,0.000683907,0
500,0.00033249,0.000747974,0
600,0.000355604,0.000823231,0
700,0.000368058,0.000907625,0
800,0.000372872,0.00099722,0
900,0.000372491,0.00108797,0
1000,0.000368662,0.00117666,0
1100,0.000362573,0.0012611,0
1200,0.000355013,0.00133998,0
1300,0.00034652,0.00141272,0
1400,0.000337453,0.00147916,0
1500,0.000328062,0.00153946,0
1600,0.000318521,0.00159397,0
1700,0.000308947,0.00164313,0
1800,0.000299428,0.00168738,0
1900,0.000290028,0.00172721,0
1999,0.000280873,0.00176273,0
