step,residue_coherence,orientation_alignment,corridor_count
0,5.7953e-05,0.000478921,0
50,0.00254819,0.000485481,0
100,0.00452063,0.000502652,0
150,0.00627728,0.000527649,0
200,0.00801997,0.000557499,0
250,0.00989478,0.000588282,0
300,0.0120168,0.000614287,0
350,0.0144909,0.000627777,0
400,0.0174251,0.000621287,0
450,0.0209361,0.000593954,0
500,0.0251606,0.000557647,0
550,0.0302632,0.000524678,0
600,0.0364524,0.000494074,0
650,0.0439827,0.000485911,0
700,0.053181,0.000525551,0
750,0.0644733,0.000571334,0
800,0.0784089,0.000578394,0
850,0.0957194,0.000555065,0
900,0.117405,0.000541365,0
950,0.14483,0.000535578,0
999,0.179132,0.000527782,0
