step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,52726,0.152573,0.535095,0.00462092,0.804535
200,8.86715,0.00153762,55712,0.186964,0.602491,0.00514535,0.850098
300,13.4256,0.00211938,54981,0.202511,0.679,0.00598604,0.838943
400,16.6349,0.00621743,54939,0.211362,0.654342,0.00635304,0.838303
500,19.0215,0.00743407,55111,0.217585,0.646294,0.00667862,0.840927
600,20.8127,0.00572962,55436,0.222219,0.664994,0.00692676,0.845886
700,22.3812,0.00604023,55662,0.226691,0.706536,0.00686882,0.849335
800,23.5785,0.0028035,55831,0.230588,0.706116,0.00701895,0.851913
900,24.7112,0.00227259,56038,0.233084,0.707017,0.00736119,0.855072
1000,25.6342,0.000580536,56168,0.236958,0.677029,0.00776359,0.857056
1100,26.9937,0.00498529,56409,0.240554,0.728186,0.00822241,0.860733
1200,27.968,0.00788919,56523,0.241988,0.741815,0.00880399,0.862473
1300,29.3364,0.0044739,56837,0.244273,0.713549,0.00930483,0.867264
1400,30.7151,0.00478857,57089,0.247244,0.680217,0.00975819,0.871109
1500,32.0228,0.00689947,57292,0.250195,0.684963,0.0101019,0.874207
1600,33.2175,0.00765716,57507,0.252105,0.762446,0.0104843,0.877487
1700,34.5482,0.00799885,57635,0.254817,0.730134,0.0107798,0.87944
1800,35.8464,0.00844964,57828,0.256607,0.695606,0.0110296,0.882385
1900,36.7152,0.00644589,57967,0.257354,0.733154,0.0113585,0.884506
1999,38.2235,0.0043938,58086,0.260264,0.746495,0.0118911,0.886322
