step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,6.28681e-06,0.00129529,0,0,0
100,0.000307283,0.00134012,65536,0,0
200,0.000402737,0.00141553,65536,0,0
300,0.000502218,0.0014933,65536,0,0
400,0.000598678,0.00156589,65536,0,0
500,0.000672147,0.00162706,65536,0,0
600,0.000719005,0.00167452,65536,0,0
700,0.000744074,0.00170905,65536,0,0
800,0.00075352,0.0017326,65536,0,0
900,0.000752363,0.00174739,65536,0,0
1000,0.000744168,0.00175539,65536,0,0
1100,0.000731376,0.00175826,65536,0,0
1200,0.000715629,0.00175737,65536,0,0
1300,0.000698025,0.00175373,65536,0,0
1400,0.000679281,0.00174817,65536,0,0
1500,0.000659935,0.00174126,65536,0,0
1600,0.000640323,0.00173352,65536,0,0
1700,0.000620689,0.00172526,65536,0,0
1800,0.000601204,0.00171677,65536,0,0
1900,0.000581986,0.00170822,65536,0,0
1999,0.000563311,0.00169986,65536,0,0
