step,residue_coherence,orientation_alignment,corridor_count
0,0.000113403,0.00110032,0
100,0.0111221,0.000956961,0
200,0.0269191,0.000585211,0
300,0.0582032,0.000387433,0
400,0.128486,0.0016881,0
500,0.309431,0.00223606,1954
600,0.874983,0.00130797,52810
700,2.64405,0.00166869,65536
800,7.44052,0.00160572,65536
900,20.2541,0.00155763,65536
1000,54.8316,0.00155694,65536
1100,148.326,0.00155683,65536
1200,401.203,0.00155678,65536
1300,1085.17,0.00155678,65536
1400,2935.19,0.00155678,65536
1500,7939.16,0.00155678,65536
1600,21474,0.00155677,65536
1700,58083,0.00155679,65536
1800,157104,0.00155679,65536
1900,424938,0.00155678,65536
1999,1.13799e+06,0.00155679,65536
