step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00327685,0.000820464,6843,0.00163811,0.0357288,0.00094138,0.104416
100,1.1132,0.00279134,43634,0.121177,0.806579,0.00144931,0.665802
200,4.16511,0.0056333,51007,0.203731,0.923284,0.00233071,0.778305
300,7.70542,0.00433156,52104,0.244901,1.05892,0.00279439,0.795044
400,10.6346,0.00710721,52859,0.269852,0.956034,0.00306754,0.806564
500,12.7239,0.00251059,53123,0.282096,0.999676,0.00313059,0.810593
600,14.3878,0.00564324,53426,0.295552,1.10115,0.00321856,0.815216
700,15.7612,0.00444179,53732,0.304531,1.15653,0.00337303,0.819885
800,16.8849,0.00540038,54034,0.309144,1.03983,0.00345802,0.824493
900,17.648,0.002075,54262,0.314774,1.01894,0.00362984,0.827972
1000,18.7252,0.00375766,54547,0.323416,1.07553,0.00387249,0.832321
1100,19.6205,0.00762379,54669,0.32904,1.115,0.00384935,0.834183
1200,20.6154,0.00695731,54931,0.334653,1.11597,0.00393631,0.838181
1300,21.7554,0.00792719,55251,0.340041,1.05108,0.00390512,0.843063
1400,22.7812,0.00592967,55562,0.343217,1.08134,0.00384533,0.847809
1500,23.8866,0.0112615,55837,0.347639,1.08266,0.00384535,0.852005
1600,24.4785,0.0098259,55931,0.351903,1.13197,0.00380881,0.853439
1700,25.4166,0.00830626,56084,0.356093,1.13675,0.00382298,0.855774
1800,26.3577,0.00521066,56303,0.360186,1.1273,0.003989,0.859116
1900,27.5018,0.00817249,56503,0.363799,1.12189,0.00409945,0.862167
1999,28.4355,0.00801034,56716,0.365877,1.06362,0.00431935,0.865417
