step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00036538,0.000820464,668,0.000181915,0.0357288,0.00094138,0.0101929
100,0.0366231,0.00112341,8167,0.00724526,0.667975,0.00131159,0.124619
200,0.161923,0.0030385,20391,0.0263516,0.789149,0.00197334,0.311142
300,0.488706,0.000231243,31096,0.0585842,0.873033,0.00290419,0.474487
400,1.12092,0.00184484,38405,0.098262,1.03359,0.00385619,0.586014
500,2.11611,0.00277834,43289,0.137268,0.959501,0.00478035,0.660538
600,3.39863,0.00151711,46401,0.166127,1.0052,0.00569222,0.708023
700,4.81409,0.000760605,48300,0.192332,1.05455,0.00642628,0.737
800,6.00783,0.00262745,49577,0.204951,1.01274,0.00693389,0.756485
900,7.0943,0.00304288,50241,0.219162,1.01206,0.00752585,0.766617
1000,8.05318,0.00242011,50814,0.227882,0.973546,0.00797013,0.77536
1100,8.89997,0.00120734,51170,0.237098,0.999528,0.00830499,0.780792
1200,9.64765,0.00196107,51507,0.243398,1.01544,0.00845784,0.785934
1300,10.2982,0.00267934,51840,0.252049,1.11696,0.00871296,0.791016
1400,11.118,0.00337542,52241,0.259482,1.10732,0.00904576,0.797134
1500,11.9374,0.0039775,52686,0.265586,1.11795,0.00946319,0.803925
1600,12.504,0.00533243,52932,0.268369,1.06214,0.00973477,0.807678
1700,13.0186,0.00376061,53061,0.272854,0.97333,0.00981294,0.809647
1800,13.5245,0.00569741,53282,0.276407,1.06448,0.00999531,0.813019
1900,14.2121,0.00865073,53566,0.283208,1.12386,0.0101387,0.817352
1999,14.961,0.00583572,53916,0.288121,1.07046,0.0102496,0.822693
