step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00140078,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,0.25639,0.0025945,49049,0.1563,0.802992,0.00768215,0.748428
200,0.738195,0.00265746,54644,0.222822,0.904477,0.00823993,0.833801
300,1.28618,0.00322528,54732,0.251377,0.899927,0.00911566,0.835144
400,1.7348,0.00270172,54668,0.268898,0.913432,0.00996211,0.834167
500,2.06793,0.00434536,54699,0.279565,0.939828,0.0105645,0.834641
600,2.30037,0.00591186,54970,0.287511,0.957738,0.0109444,0.838776
700,2.50485,0.00108995,55349,0.29408,1.01208,0.0112879,0.844559
800,2.72038,0.00380734,55503,0.302324,0.977941,0.0119125,0.846909
900,2.95047,0.0044691,55699,0.309176,0.975283,0.0125034,0.849899
1000,3.13481,0.00364386,55989,0.314627,0.977304,0.0131451,0.854324
1100,3.30548,0.00246863,56185,0.320804,0.971809,0.0135169,0.857315
1200,3.46977,0.00468082,56363,0.323897,0.979276,0.0138423,0.860031
1300,3.62149,0.00183677,56603,0.330161,0.981114,0.0142508,0.863693
1400,3.77203,0.00434721,56775,0.331922,0.977254,0.0146672,0.866318
1500,3.90907,0.00187156,56980,0.335703,1.05042,0.0152473,0.869446
1600,4.06733,0.00144665,57094,0.339444,1.0053,0.0157993,0.871185
1700,4.21836,0.00475843,57308,0.34394,0.996767,0.0163241,0.874451
1800,4.3588,0.00169974,57464,0.346648,1.0321,0.016733,0.876831
1900,4.55608,0.00826752,57616,0.350855,1.03121,0.01698,0.87915
1999,4.70988,0.00914358,57830,0.353915,1.0529,0.0172312,0.882416
