step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.57484e-06,0.000577461,0,0,0
100,9.15792e-05,0.000580038,65536,0,0
200,0.000111863,0.000585389,65536,0,0
300,0.00010975,0.000591646,65536,0,0
400,0.000102367,0.000598133,65536,0,0
500,9.57085e-05,0.000604573,65536,0,0
600,9.1707e-05,0.000610837,65536,0,0
700,9.0629e-05,0.000617025,65536,0,0
800,9.21182e-05,0.000623288,65536,0,0
900,9.55712e-05,0.000629701,65536,0,0
1000,0.000100311,0.000636151,65536,0,0
1100,0.000105729,0.000642566,65536,0,0
1200,0.000111284,0.000648869,65536,0,0
1300,0.000116513,0.000655003,65536,0,0
1400,0.000121097,0.000660968,65536,0,0
1500,0.0001249,0.000666768,65536,0,0
1600,0.000127918,0.000672388,65536,0,0
1700,0.0001302,0.000677819,65536,0,0
1800,0.000131825,0.000683028,65536,0,0
1900,0.000132862,0.00068802,65536,0,0
1999,0.000133378,0.00069272,65536,0,0
