step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00279997,0.00210708,13866,0.00279914,0.0445146,0.00664679,0.211578
100,0.914871,0.00403249,51471,0.177716,0.785292,0.00772276,0.785385
200,2.85155,0.00206785,55362,0.240282,0.966661,0.00831248,0.844757
300,4.60496,0.0047982,54796,0.272863,0.909399,0.00906635,0.836121
400,5.9433,0.00753572,54771,0.291668,0.948617,0.0098497,0.835739
500,6.93096,0.00470498,54953,0.303145,1.04732,0.0103825,0.838516
600,7.75506,0.00616721,55279,0.313398,1.08033,0.0110374,0.843491
700,8.43826,0.00463812,55586,0.320457,0.987983,0.0117007,0.848175
800,8.9939,0.00217488,55770,0.327965,1.05439,0.0123252,0.850983
900,9.54106,0.0060107,55969,0.334591,1.05166,0.0129442,0.854019
1000,9.9874,0.00147204,56101,0.338623,1.08439,0.0135848,0.856033
1100,10.5384,0.00312007,56329,0.347028,1.02131,0.0139859,0.859512
1200,11.0785,0.00443226,56475,0.35056,1.07094,0.0142608,0.86174
1300,11.4123,0.00263054,56719,0.354627,1.04092,0.0147706,0.865463
1400,11.7754,0.00144943,56826,0.359645,1.03257,0.0152266,0.867096
1500,12.3259,0.00610327,57079,0.36379,1.11538,0.0156286,0.870956
1600,12.8911,0.00567799,57254,0.368009,1.07958,0.0158341,0.873627
1700,13.4104,0.00606354,57412,0.371405,1.08962,0.0159153,0.876038
1800,13.6375,0.00462246,57611,0.372463,1.07937,0.0161686,0.879074
1900,14.2282,0.00243798,57777,0.376746,1.07827,0.0163681,0.881607
1999,14.7262,0.00764703,57920,0.381981,1.10533,0.0164344,0.883789
