step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00736176,0.000820464,28838,0.00368047,0.0357288,0.00094101,0.440033
100,5.87845,0.00163939,59564,0.129082,0.577803,0.00163929,0.908875
200,22.1401,0.00295918,58746,0.138576,0.646595,0.00234408,0.896393
300,49.2003,0.0186724,58833,0.149877,0.695894,0.00297662,0.89772
400,89.451,0.0151857,59290,0.15816,0.712838,0.00307509,0.904694
500,139.06,0.0310037,59698,0.164614,0.745851,0.00354264,0.910919
600,197.446,0.0461932,60064,0.173493,0.812923,0.00384402,0.916504
700,259.601,0.0229084,60287,0.178834,0.819727,0.00411934,0.919907
800,342.36,0.0222349,60488,0.183074,0.858278,0.00442228,0.922974
900,424.18,0.0317224,60868,0.187548,0.833325,0.00454176,0.928772
1000,506.894,0.0828041,61117,0.193323,0.805367,0.00464256,0.932571
1100,612.275,0.0280303,61273,0.196415,0.802009,0.00487059,0.934952
1200,755.325,0.0699975,61535,0.201997,0.779337,0.00481361,0.93895
1300,860.118,0.0626472,61577,0.204662,0.812423,0.00477784,0.93959
1400,1068.19,0.0646839,61808,0.207483,0.848693,0.00465811,0.943115
1500,1179.27,0.0843659,61905,0.211076,0.842262,0.0044755,0.944595
1600,1242.35,0.062084,62024,0.214029,0.794928,0.00448107,0.946411
1700,1578.74,0.0582482,62163,0.218474,0.861989,0.00442997,0.948532
1800,1727.41,0.0564006,62321,0.218811,0.842177,0.00450466,0.950943
1900,2160.91,0.135275,62479,0.224768,0.871534,0.00446204,0.953354
1999,3279.43,0.134495,62710,0.227469,0.85496,0.00424496,0.956879
