step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,9.15634e-05,0.0014644,658,0.000180003,0.0358632,0.00434803,0.0100403
100,0.00879742,0.00194689,6374,0.00635779,0.462849,0.00494815,0.0972595
200,0.0215796,0.000772755,14534,0.0131944,0.622726,0.00528883,0.221771
300,0.0391047,0.00275279,20719,0.0215375,0.675423,0.00588956,0.316147
400,0.0632066,0.00230154,26156,0.0327149,0.672596,0.00642133,0.399109
500,0.0935466,0.00123032,30969,0.044696,0.786526,0.00698866,0.472549
600,0.12719,0.00351624,34985,0.0558962,0.850317,0.00753327,0.533829
700,0.164738,0.00569977,38224,0.0685986,0.820666,0.00813606,0.583252
800,0.203731,0.000545073,40928,0.0790279,0.844999,0.00875231,0.624512
900,0.238649,0.00112644,42868,0.0870624,0.854673,0.0091026,0.654114
1000,0.278641,0.000929425,44176,0.0965827,0.861755,0.00944476,0.674072
1100,0.319291,0.00168194,45383,0.106165,1.02413,0.00989985,0.69249
1200,0.357811,0.00532621,46421,0.113753,0.855809,0.0104132,0.708328
1300,0.399464,0.000384431,47403,0.122414,1.03546,0.0109783,0.723312
1400,0.438089,0.00340101,48134,0.127418,0.886816,0.0115781,0.734467
1500,0.466874,0.00114686,48716,0.131754,0.906123,0.0120236,0.743347
1600,0.50754,0.00418742,49302,0.140609,0.897072,0.012392,0.752289
1700,0.547417,0.00129588,49783,0.145958,1.00841,0.0127168,0.759628
1800,0.579631,0.00230105,50264,0.149457,1.01431,0.0131452,0.766968
1900,0.617071,0.00133301,50700,0.155394,0.935368,0.0135544,0.773621
1999,0.657141,0.00257688,51150,0.16022,0.908169,0.0140805,0.780487
