continuation_mismatch_mean,phase_error_mean,signal_x_mean,frequency_drift_mean,rejection_rate,hold_rate,reinforce_rate,survival_metrics,trajectory_alignment,phase_locking_value,frames_logged
0.07807516276836396,0.4513224300742149,0.8175024947226751,0.80415357254274,0.0,0.465,0.535,0.535,0.5486775699257851,0.5486775699257851,200
