step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.56993e-06,0.000734035,0,0,0
100,8.28637e-05,0.000747274,65532,0,0
200,9.77108e-05,0.000774585,65536,0,0
300,0.000103146,0.000806123,65536,0,0
400,0.000112709,0.000837127,65536,0,0
500,0.000125636,0.000865902,65536,0,0
600,0.00013886,0.000892341,65536,0,0
700,0.000150171,0.000916938,65536,0,0
800,0.000158675,0.000940237,65536,0,0
900,0.000164391,0.000962607,65536,0,0
1000,0.000167734,0.000984224,65536,0,0
1100,0.000169191,0.0010052,65536,0,0
1200,0.000169187,0.00102548,65536,0,0
1300,0.000168074,0.001045,65536,0,0
1400,0.000166126,0.00106369,65536,0,0
1500,0.000163552,0.00108143,65536,0,0
1600,0.000160514,0.00109816,65536,0,0
1700,0.00015714,0.00111383,65536,0,0
1800,0.000153528,0.00112842,65536,0,0
1900,0.000149749,0.00114189,65536,0,0
1999,0.000145905,0.00115418,65536,0,0
