step,time,a,epsilon_mean,residue_mean
0,0.0,0.5,0.09944441553667166,5.968905809972875e-05
100,0.1,0.4976665888862962,0.09602912057191706,0.005689774183902404
200,0.2,0.49533317777259245,0.09316428113505239,0.010706303179574748
300,0.3,0.4929997666588886,0.09074764275163577,0.015185141776573187
400,0.4,0.49066635554518484,0.08869828498857282,0.019191070245856916
500,0.5,0.48833294443148106,0.08695126593802795,0.022779702169048097
600,0.6,0.48599953331777723,0.08545387706429756,0.02599899663831539
700,0.7000000000000001,0.48366612220407346,0.0841629566601947,0.028890470801333654
800,0.8,0.4813327110903697,0.08304291734480596,0.03149018614134026
900,0.9,0.4789992999766659,0.08206426642121806,0.033829560227890576
1000,1.0,0.47666588886296213,0.08120247369148903,0.03593604130036275
1100,1.1,0.4743324777492583,0.0804370891330864,0.037833673271082696
1200,1.2,0.4719990666355545,0.07975104371384997,0.0395435719397981
1300,1.3,0.46966565552185074,0.07913008696571834,0.04108432839160828
1400,1.4000000000000001,0.4673322444081469,0.07856232857588419,0.042472352066865476
1500,1.5,0.46499883329444314,0.07803786053315534,0.043722163427702194
1600,1.6,0.46266542218073936,0.0775484427605714,0.0448466442253351
1700,1.7,0.4603320110670356,0.0770872396190602,0.04585725190854309
1800,1.8,0.4579985999533318,0.07664859780094216,0.04676420357886679
1900,1.9000000000000001,0.455665188839628,0.07622785835939935,0.04757663400344519
2000,2.0,0.4533317777259242,0.07582119721975275,0.04830273147980468
2100,2.1,0.4509983666122204,0.07542548968130883,0.04894985476431858
2200,2.2,0.4486649554985166,0.07503819527609157,0.04952463379598977
2300,2.3000000000000003,0.4463315443848128,0.07465725999397643,0.050033056546972626
2400,2.4,0.44399813327110904,0.0742810333757597,0.05048054399427321
2500,2.5,0.44166472215740527,0.07390819836035978,0.05087201492110882
2600,2.6,0.4393313110437015,0.07353771208001933,0.0512119420122853
2700,2.7,0.43699789992999766,0.07316875604903719,0.05150440049864774
2800,2.8000000000000003,0.4346644888162939,0.07280069440165673,0.051753110425713185
2900,2.9,0.4323310777025901,0.07243303901322205,0.05196147346665186
3000,3.0,0.4299976665888863,0.07206542049244233,0.052132605066311274
3100,3.1,0.4276642554751825,0.07169756416635051,0.052269362588041386
3200,3.2,0.4253308443614787,0.07132927029666764,0.052374370036203474
3300,3.3000000000000003,0.42299743324777495,0.07096039786923367,0.052450039842310864
3400,3.4,0.42066402213407117,0.07059085138877066,0.05249859212992131
3500,3.5,0.41833061102036734,0.07022057019094755,0.052522071811078916
3600,3.6,0.41599719990666356,0.06984951985370189,0.05252236381388589
3700,3.7,0.4136637887929598,0.06947768535106146,0.05250120669544145
3800,3.8000000000000003,0.41133037767925595,0.06910506564619562,0.052460204855834094
3900,3.9,0.4089969665655522,0.06873166946693476,0.05240083953616885
4000,4.0,0.4066635554518484,0.06835751204726964,0.052324478755918676
4100,4.1,0.4043301443381446,0.06798261265307605,0.0522323863214884
4200,4.2,0.40199673322444085,0.0676069927401384,0.05212573001813607
4300,4.3,0.399663322110737,0.06723067461805296,0.05200558908076509
4400,4.4,0.39732991099703324,0.06685368051531329,0.0518729610251068
4500,4.5,0.39499649988332947,0.06647603195929802,0.05172876790905258
4600,4.6000000000000005,0.39266308876962563,0.06609774940043553,0.05157386208401388
4700,4.7,0.39032967765592186,0.06571885202289665,0.05140903148789383
4800,4.8,0.3879962665422181,0.06533935769511802,0.05123500452428659
4900,4.9,0.3856628554285143,0.06495928302258679,0.05105245456666828
5000,5.0,0.38332944431481053,0.06457864347289613,0.05086200412142051
5100,5.1000000000000005,0.3809960332011067,0.06419745354934084,0.050664228679381584
5200,5.2,0.3786626220874029,0.06381572699447144,0.05045966028212191
5300,5.3,0.37632921097369915,0.06343347700923688,0.05024879082617896
5400,5.4,0.3739957998599953,0.06305071647677302,0.05003207512597396
5500,5.5,0.37166238874629154,0.06266745818266656,0.04980993375399067
5600,5.6000000000000005,0.36932897763258776,0.06228371502575021,0.04958275567496258
5700,5.7,0.366995566518884,0.061899500215262325,0.04935090068923785
5800,5.8,0.3646621554051802,0.061514827451607176,0.049114701699126184
5900,5.9,0.3623287442914764,0.06112971108905199,0.04887446681084376
6000,6.0,0.3599953331777726,0.06074416627954625,0.04863048128363204
6100,6.1000000000000005,0.35766192206406877,0.06035820909749569,0.048383009336708076
6200,6.2,0.355328510950365,0.0599718566458077,0.04813229582388957
6300,6.3,0.3529950998366612,0.05958512714387616,0.04787856778500993
6400,6.4,0.35066168872295744,0.05919803999842181,0.047622035882583263
6500,6.5,0.34832827760925367,0.05881061585826845,0.04736289573158706
6600,6.6000000000000005,0.3459948664955499,0.058422876654235505,0.04710132912969017
6700,6.7,0.34366145538184606,0.05803484562537635,0.04683750519476009
6800,6.8,0.3413280442681423,0.05764654733280416,0.046571581416029274
6900,6.9,0.33899463315443845,0.05725800766232871,0.04630370462488098
7000,7.0,0.3366612220407347,0.05686925381709004,0.04603401189082568
7100,7.1000000000000005,0.3343278109270309,0.056480314301321236,0.045762631347878266
7200,7.2,0.3319943998133271,0.05609121889630983,0.04548968295620853
7300,7.3,0.32966098869962335,0.05570199862955834,0.045215279203622505
7400,7.4,0.32732757758591957,0.0553126857380713,0.044939525751137424
7500,7.5,0.32499416647221574,0.05492331362662381,0.04466252202663645
7600,7.6000000000000005,0.32266075535851196,0.05453391682179348,0.044384361770330186
7700,7.7,0.32032734424480813,0.05414453092246729,0.04410513353550788
7800,7.8,0.31799393313110436,0.0537551925474673,0.04382492114783307
7900,7.9,0.3156605220174006,0.05336593928087492,0.04354380412622277
8000,8.0,0.3133271109036968,0.05297680961557369,0.043261858068147724
8100,8.1,0.31099369978999303,0.052587842895473524,0.04297915500200089
8200,8.2,0.30866028867628925,0.05219907925682857,0.042695763709003326
8300,8.3,0.3063268775625854,0.05181055956901186,0.04241175001694876
8400,8.4,0.30399346644888164,0.051422325375067274,0.042127177067931176
8500,8.5,0.3016600553351778,0.051034418832318615,0.04184210556205151
8600,8.6,0.29932664422147404,0.050646882653279976,0.041556593978961984
8700,8.700000000000001,0.29699323310777026,0.05025976004707865,0.041270698778975955
8800,8.8,0.2946598219940665,0.04987309466157258,0.04098447458535004
8900,8.9,0.2923264108803627,0.04948693052631793,0.04069797434923132
9000,9.0,0.28999299976665893,0.04910131199651872,0.040411249498655835
9100,9.1,0.2876595886529551,0.04871628369806956,0.04012435007288504
9200,9.200000000000001,0.2853261775392513,0.04833189047378385,0.03983732484327368
9300,9.3,0.2829927664255475,0.047948177330883315,0.039550221421775694
9400,9.4,0.2806593553118437,0.04756518938981007,0.03926308635811357
9500,9.5,0.27832594419813994,0.04718297183440971,0.0389759652265607
9600,9.6,0.27599253308443616,0.04680156986352281,0.03868890270321606
9700,9.700000000000001,0.2736591219707324,0.0464210286440119,0.03840194263458431
9800,9.8,0.2713257108570286,0.046041393265243306,0.038115128098213685
9900,9.9,0.2689922997433248,0.04566270869503475,0.03782850145608668
10000,10.0,0.266658888629621,0.04528501973707445,0.03754210440140564
10100,10.1,0.2643254775159172,0.044908370989810736,0.0372559779993662
10200,10.200000000000001,0.2619920664022134,0.04453280680680759,0.03697016272246587
10300,10.3,0.2596586552885096,0.04415837125855665,0.03668469848085209
10400,10.4,0.25732524417480584,0.043785108095733605,0.036399624648175116
10500,10.5,0.25499183306110207,0.04341306071388344,0.03611498008337445
10600,10.6,0.2526584219473983,0.04304227211951721,0.03583080314879332
