step,time,a,epsilon_mean,residue_mean
10700,10.700000000000001,0.25032501083369446,0.04267278489760054,0.03554713172498465
10800,10.8,0.24799159971999069,0.04230464118041317,0.035264003222542584
10900,10.9,0.2456581886062869,0.04193788261775679,0.034981454591266795
11000,11.0,0.24332477749258308,0.04157255034848835,0.034699522326941866
11100,11.1,0.2409913663788793,0.041208684973354476,0.03441824247599094
11200,11.200000000000001,0.23865795526517553,0.04084632652910265,0.03413765063824139
11300,11.3,0.23632454415147175,0.04048551446384417,0.033857781968020806
11400,11.4,0.23399113303776792,0.04012628761364388,0.03357867117378312
11500,11.5,0.23165772192406414,0.03976868418031129,0.033300352516447834
11600,11.6,0.22932431081036037,0.03941274171036806,0.03302285980662023
11700,11.700000000000001,0.2269908996966566,0.03905849707516666,0.03274622640084536
11800,11.8,0.22465748858295276,0.038705986452135355,0.03247048519703616
11900,11.9,0.22232407746924898,0.038355245307124655,0.03219566862920324
12000,12.0,0.2199906663555452,0.03800630837783093,0.031921808661602984
12100,12.1,0.21765725524184143,0.037659209658273046,0.0316489367824101
12200,12.200000000000001,0.2153238441281376,0.0373139823842981,0.03137708399701133
12300,12.3,0.21299043301443382,0.03697065902009286,0.031106280821007987
12400,12.4,0.21065702190073005,0.0366292712456779,0.030836557273007242
12500,12.5,0.20832361078702627,0.036289849945361385,0.030567942867274253
12600,12.6,0.20599019967332244,0.035952425197130586,0.030300466606310715
12700,12.700000000000001,0.20365678855961866,0.03561702626295869,0.030034156973418803
12800,12.8,0.2013233774459149,0.03528368158000558,0.0297690419253039
12900,12.9,0.1989899663322111,0.03495241875269112,0.02950514888476403
13000,13.0,0.19665655521850728,0.03462326454562008,0.029242504733509096
13100,13.1,0.1943231441048035,0.03429624487733818,0.028981135805148356
13200,13.200000000000001,0.19198973299109973,0.03397138481489893,0.02872106787838076
13300,13.3,0.18965632187739595,0.03364870856922129,0.028462326170418453
13400,13.4,0.18732291076369212,0.033328239491218506,0.028204935330670856
13500,13.5,0.18498949964998834,0.03301000006867899,0.027948919434713004
13600,13.6,0.18265608853628457,0.03269401192387987,0.027694301978559162
13700,13.700000000000001,0.1803226774225808,0.03238029581191459,0.02744110587326
13800,13.8,0.17798926630887696,0.03206887161971597,0.027189353439839005
13900,13.9,0.17565585519517318,0.031759758365756494,0.02693906640458176
14000,14.0,0.1733224440814694,0.03145297420040752,0.026690265894689327
14100,14.1,0.17098903296776563,0.031148536406939827,0.026442972434305354
14200,14.200000000000001,0.1686556218540618,0.030846461403147632,0.02619720594092459
14300,14.3,0.16632221074035802,0.030546764743578723,0.025952985722188904
14400,14.4,0.16398879962665425,0.03024946112235337,0.025710330473075547
14500,14.5,0.16165538851295047,0.029954564376554884,0.025469258273480885
14600,14.6,0.15932197739924664,0.02966208749017497,0.02522978658620166
14700,14.700000000000001,0.15698856628554286,0.029372042598597027,0.024991932255314837
14800,14.8,0.1546551551718391,0.029084440993600705,0.024755711504955744
14900,14.9,0.15232174405813526,0.028799293128871414,0.024521139938493655
15000,15.0,0.14998833294443148,0.028516608625998207,0.024288232538102764
15100,15.1,0.1476549218307277,0.028236396280944005,0.024057003664725896
15200,15.200000000000001,0.14532151071702393,0.027958664070972,0.023827467058427518
15300,15.3,0.1429880996033201,0.027683419162012286,0.023599635839131973
15400,15.4,0.14065468848961632,0.02741066791645287,0.02337352250774226
15500,15.5,0.13832127737591254,0.027140415901339428,0.023149138947634016
15600,15.6,0.13598786626220877,0.026872667896968128,0.022926496426519123
15700,15.700000000000001,0.13365445514850494,0.026607427905856046,0.022705605598672622
15800,15.8,0.13132104403480116,0.026344699162073958,0.022486476507516354
15900,15.9,0.12898763292109738,0.02608448414092608,0.022269118588552392
16000,16.0,0.1266542218073936,0.02582678456896178,0.022053540672638882
16100,16.1,0.12432081069368978,0.025571601434304224,0.021839750989600684
16200,16.2,0.121987399579986,0.02531893499728112,0.021627757172166986
16300,16.3,0.11965398846628222,0.025068784801342697,0.0214175662602276
16400,16.4,0.11732057735257845,0.02482114968425254,0.02120918470539973
16500,16.5,0.11498716623887462,0.024576027789536485,0.021002618375896537
16600,16.6,0.11265375512517084,0.024333416578175525,0.02079787256168881
16700,16.7,0.11032034401146706,0.024093312840528257,0.020594951979950874
16800,16.8,0.10798693289776329,0.023855712708468986,0.02039386078078165
16900,16.9,0.10565352178405946,0.023620611667727474,0.02019460255319181
17000,17.0,0.10332011067035568,0.02338800457041652,0.019997180331347744
17100,17.1,0.1009866995566519,0.023157885647733856,0.019801596601063055
17200,17.2,0.09865328844294813,0.022930248522824794,0.019607853306528193
17300,17.3,0.0963198773292443,0.022705086223792373,0.019415951857268784
17400,17.400000000000002,0.09398646621554052,0.022482391196841867,0.01922589313532326
17500,17.5,0.09165305510183674,0.02226215531954675,0.019037677502630183
17600,17.6,0.08931964398813297,0.022044369914223212,0.0188513048086159
17700,17.7,0.08698623287442914,0.021829025761400826,0.018666774397972916
17800,17.8,0.08465282176072536,0.021616113113376793,0.01848408511861955
17900,17.900000000000002,0.08231941064702158,0.021405621707841667,0.018303235329831413
18000,18.0,0.07998599953331781,0.021197540781564564,0.018124222910535184
18100,18.1,0.07765258841961398,0.02099185908412602,0.01794704526775545
18200,18.2,0.0753191773059102,0.020788564891686928,0.01777169934520503
18300,18.3,0.07298576619220642,0.020587646020782238,0.017598181632009713
18400,18.400000000000002,0.07065235507850265,0.020389089842128207,0.017426488171558056
18500,18.5,0.06831894396479882,0.02019288329443239,0.017256614570467087
18600,18.6,0.06598553285109504,0.01999901289819561,0.01708855600765493
18700,18.7,0.06365212173739127,0.019807464769495478,0.01692230724351123
18800,18.8,0.06131871062368749,0.01961822463374132,0.01675786262915667
18900,18.900000000000002,0.05898529950998366,0.019431277839390526,0.016595216115782595
19000,19.0,0.05665188839627988,0.019246609371616576,0.01643436126406221
19100,19.1,0.054318477282576105,0.019064203865919387,0.01627529125362482
19200,19.2,0.05198506616887233,0.01888404562166869,0.016117998892584418
19300,19.3,0.0496516550551685,0.01870611861557161,0.015962476627114697
19400,19.400000000000002,0.04731824394146472,0.01853040651505567,0.01580871655106192
19500,19.5,0.044984832827760945,0.018356892691558956,0.015656710415587888
19600,19.6,0.04265142171405717,0.01818556023371915,0.015506449638834973
19700,19.7,0.04031801060035334,0.018016391960453713,0.015357925315605411
19800,19.8,0.03798459948664956,0.017849370433923588,0.015211128227047427
19900,19.900000000000002,0.035651188372945786,0.017684477972373058,0.015066048850340534
20000,20.0,0.03331777725924201,0.017521696662838815,0.014922677368372895
20100,20.1,0.030984366145538178,0.01736100837372142,0.014781003679403475
20200,20.2,0.028650955031834402,0.017202394767212727,0.01464101740670215
20300,20.3,0.026317543918130626,0.01704583731157301,0.01450270790816087
20400,20.400000000000002,0.02398413280442685,0.01689131729325194,0.014366064285869343
20500,20.5,0.021650721690723018,0.016738815828847724,0.014231075395648746
20600,20.6,0.019317310577019242,0.016588313876899106,0.01409772985653723
20700,20.7,0.016983899463315466,0.016439792249505064,0.013966016060221105
20800,20.8,0.01465048834961169,0.016293231623767473,0.01383592218040584
20900,20.900000000000002,0.012317077235907858,0.016148612553052173,0.013707436182121136
21000,21.0,0.009983666122204082,0.016005915478064174,0.013580545830954558
21100,21.1,0.007650255008500306,0.01586512073773306,0.013455238702208355
21200,21.2,0.00531684389479653,0.015726208579904824,0.013331502189974379
21300,21.3,0.0029834327810926986,0.015589159171836744,0.01320932351612205
21400,21.400000000000002,0.0006500216673889225,0.015453952610492087,0.013088689739194678
21500,21.5,-0.0016833894463148535,0.015320568932631708,0.012969587763209518
21600,21.6,-0.00401680056001863,0.015188988124699935,0.012852004346357165
21700,21.7,-0.006350211673722406,0.015059190132502346,0.012735926109596127
21800,21.8,-0.008683622787426182,0.01493115487067316,0.012621339545138516
21900,21.900000000000002,-0.011017033901130069,0.014804862231930525,0.012508231024823107
22000,22.0,-0.013350445014833845,0.014680292096117913,0.01239658680837207
22100,22.1,-0.01568385612853762,0.014557424339030232,0.01228639305152802
22200,22.2,-0.018017267242241397,0.014436238841023508,0.012177635814068045
22300,22.3,-0.020350678355945173,0.01431671549540713,0.012070301067691771
22400,22.400000000000002,-0.02268408946964895,0.014198834216617964,0.011964374703780464
22500,22.5,-0.025017500583352725,0.01408257494817582,0.011859842541024599
22600,22.6,-0.0273509116970565,0.013967917670419962,0.011756690332917326
22700,22.7,-0.02968432281076039,0.013854842408026608,0.011654903775111516
22800,22.8,-0.032017733924464165,0.013743329237307509,0.011554468512638303
22900,22.900000000000002,-0.03435114503816794,0.013633358293289936,0.011455370146985071
23000,23.0,-0.03668455615187172,0.013524909776578602,0.01135759424303117
23100,23.1,-0.03901796726557549,0.013417963960000202,0.01126112633583972
23200,23.2,-0.04135137837927927,0.013312501195031462,0.01116595193730404
23300,23.3,-0.043684789492983045,0.01320850191801172,0.01107205654264745
23400,23.400000000000002,-0.04601820060668682,0.013105946656141319,0.010979425636775324
23500,23.5,-0.04835161172039071,0.013004816033267166,0.010888044700478428
23600,23.6,-0.050685022834094484,0.012905090775456995,0.010797899216486752
23700,23.7,-0.05301843394779826,0.012806751716364057,0.010708974675373215
23800,23.8,-0.055351845061502036,0.012709779802384049,0.010621256581306738
23900,23.900000000000002,-0.05768525617520581,0.012614156097606289,0.010534730457654306
24000,24.0,-0.06001866728890959,0.012519861788561234,0.010449381852431928
24100,24.1,-0.062352078402613365,0.012426878188766564,0.010365196343604288
24200,24.2,-0.06468548951631714,0.012335186743074236,0.010282159544233328
24300,24.3,-0.06701890063002103,0.012244769031820913,0.010200257107475831
24400,24.400000000000002,-0.0693523117437248,0.01215560677478443,0.01011947473143045
24500,24.5,-0.07168572285742858,0.012067681834948888,0.010039798163834615
24600,24.6,-0.07401913397113236,0.011980976222081219,0.009961213206611884
24700,24.7,-0.07635254508483613,0.011895472096122076,0.009883705720270482
24800,24.8,-0.07868595619853991,0.011811151770393963,0.009807261628153846
24900,24.900000000000002,-0.08101936731224368,0.011727997714629679,0.00973186692054407
25000,25.0,-0.08335277842594746,0.01164599255782416,0.009657507658619315
25100,25.1,-0.08568618953965135,0.011565119090912863,0.009584169978266343
25200,25.2,-0.08801960065335512,0.011485360269279949,0.009511840093749335
25300,25.3,-0.0903530117670589,0.011406699215099552,0.009440504301236403
25400,25.400000000000002,-0.09268642288076268,0.01132911921951343,0.009370148982185144
25500,25.5,-0.09501983399446645,0.01125260374464842,0.009300760606588791
25600,25.6,-0.09735324510817023,0.011177136425477088,0.009232325736084495
25700,25.7,-0.099686656221874,0.011102701071525042,0.009164831026925419
25800,25.8,-0.10202006733557778,0.011029281668428375,0.009098263232818381
25900,25.900000000000002,-0.10435347844928167,0.010956862379344774,0.009032609207628831
26000,26.0,-0.10668688956298544,0.010885427546221772,0.008967855907955024
26100,26.1,-0.10902030067668922,0.010814961690925762,0.008903990395573307
26200,26.2,-0.111353711790393,0.01074544951623525,0.008840999839756544
26300,26.3,-0.11368712290409677,0.010676875906701973,0.008778871519467647
26400,26.400000000000002,-0.11602053401780055,0.01060922592938341,0.008717592825430338
26500,26.5,-0.11835394513150432,0.010542484834450264,0.00865715126207928
26600,26.6,-0.1206873562452081,0.010476638055672477,0.008597534449391701
26700,26.7,-0.12302076735891199,0.010411671210787336,0.008538730124602763
26800,26.8,-0.12535417847261576,0.010347570101753176,0.008480726143806901
26900,26.900000000000002,-0.12768758958631954,0.010284320714892265,0.008423510483447413
27000,27.0,-0.13002100070002331,0.010221909220926317,0.00836707124169658
27100,27.1,-0.1323544118137271,0.010160321974908158,0.0083113966397287
27200,27.2,-0.13468782292743087,0.010099545516052966,0.008256475022888302
27300,27.3,-0.13702123404113464,0.010039566567472569,0.008202294861755978
27400,27.400000000000002,-0.13935464515483842,0.00998037203581616,0.00814884475311419
27500,27.5,-0.1416880562685423,0.009921949010820786,0.00809611342081542
27600,27.6,-0.14402146738224608,0.009864284764775005,0.008044089716555106
27700,27.7,-0.14635487849594986,0.00980736675189894,0.007992762620551753
27800,27.8,-0.14868828960965363,0.009751182607644012,0.007942121242136632
27900,27.900000000000002,-0.1510217007233574,0.00969572014791558,0.007892154820255468
28000,28.0,-0.1533551118370612,0.009640967368221634,0.007842852723884575
28100,28.1,-0.15568852295076496,0.009586912442750641,0.007794204452363783
28200,28.2,-0.15802193406446874,0.00953354372338171,0.0077461996356486
28300,28.3,-0.16035534517817263,0.00948084973862998,0.007698828034484006
28400,28.400000000000002,-0.1626887562918764,0.009428819192530292,0.007652079540502222
28500,28.5,-0.16502216740558018,0.009377440963462056,0.007605944176246861
28600,28.6,-0.16735557851928395,0.009326704102918155,0.007560412095125803
28700,28.7,-0.16968898963298773,0.009276597834220725,0.007515473581295121
28800,28.8,-0.1720224007466915,0.009227111551186589,0.007471119049476388
28900,28.900000000000002,-0.17435581186039528,0.009178234816744988,0.007427339044709651
29000,29.0,-0.17668922297409906,0.009129957361510364,0.0073841242420443765
29100,29.1,-0.17902263408780295,0.009082269082312664,0.007341465446170564
29200,29.2,-0.18135604520150672,0.009035160040687808,0.007299353590992316
29300,29.3,-0.1836894563152105,0.008988620461330744,0.007257779739146015
29400,29.400000000000002,-0.18602286742891427,0.008942640730513481,0.007216735081465314
29500,29.5,-0.18835627854261805,0.00889721139447056,0.007176210936395051
29600,29.6,-0.19068968965632183,0.008852323157754118,0.007136198749356237
29700,29.7,-0.1930231007700256,0.008807966881560929,0.007096690092064149
29800,29.8,-0.1953565118837295,0.008764133582033505,0.007057676661801631
29900,29.900000000000002,-0.19768992299743327,0.008720814428537414,0.007019150280649571
