mean_H,std_H,mean_q,mean_p,q_rms,p_rms,step
7.070868747363509,13.507687758917218,-0.07465515104666513,0.34485746903793185,1.618583013521347,3.9351931592207583,0
7.070663444146576,13.50659598672543,0.14399242805011273,0.24078910010919968,1.6415853416337842,3.9147794103293707,20
7.070694253134394,13.505804785840867,-0.0689656982725295,0.14321687816104164,1.7121357903039127,3.8304225274398296,40
7.070864487819397,13.506143264384336,0.052978154608594216,0.14672701789469142,1.7292675324901519,3.822272673542572,60
7.070335544014085,13.505728261078985,0.02415617978066316,0.19512225094542832,1.6203870108201384,3.94432609591102,80
7.071121919902787,13.507252684686073,0.1725969317150124,0.21734177504602578,1.7312545551562508,3.83664942781975,100
7.070571934288194,13.506070123077459,0.08890289840135038,0.1502882929013545,1.6378388170961593,3.900631279640524,120
7.0707685037796955,13.50615963381779,-0.13306064901336961,0.18817075260847663,1.686237959783854,3.8661965096724527,140
7.070553569980514,13.505174364200629,0.013969438191617752,0.2038718975266187,1.6545832042024493,3.8868186973813934,160
7.070525541749771,13.505306297297555,-0.09854038461593,0.19104582330109687,1.606814864723712,3.927740143201826,180
7.070652810689844,13.505969634481698,0.18983989784078376,0.1265423809952183,1.6318820079209748,3.9145934020949458,200
7.070879755859035,13.506717300852738,-0.08954595839266397,0.07393708309850791,1.6829013713230363,3.8653407430247855,220
7.070808905727716,13.506688428810298,-0.0271112764313356,0.08960770012071795,1.6790794522671701,3.8715410951901363,240
7.070715907147278,13.50650568075374,0.019888698047498838,0.15593333492267544,1.6870967089009714,3.8798022670360113,260
7.070765893374915,13.506016254396942,-0.008506889041269056,0.15644107368655194,1.704830987235852,3.842702342757684,280
7.070522031801919,13.505757624292926,-0.12795956651661236,0.21011400928294136,1.6796554680337128,3.8809838169217787,300
7.070983470372133,13.507291502927853,-0.02801617598882964,0.28467284178727625,1.689065876392534,3.868871212436404,320
7.070552898143314,13.506962809783992,-0.02026690379283515,0.3757432615327835,1.6084809924902606,3.931520563701249,340
7.071242303522915,13.508606355531258,0.17649406619591562,0.26582160406753663,1.7215704706840758,3.8337162489627814,360
7.070631064427521,13.50705813309049,0.0666029833508068,0.13861194399621002,1.7223092372924276,3.8540526079821755,380
7.071215497601621,13.507771579858014,-0.015538308970354704,0.10449515201430247,1.7285002022762435,3.8103801567330837,400
7.070458274318805,13.50687757021419,-0.023973488889767226,0.16079918826709555,1.5275165861802795,3.9910588721685216,420
7.07098688705609,13.508134107700663,-0.07943347024652642,0.1781746746816684,1.6360924282183373,3.9206888458532885,440
7.0710079132546335,13.508493447497397,0.11548991751751064,0.16556172703553124,1.7167124456317502,3.8445593504272733,460
7.071210495146925,13.50909723559291,0.017204761205695137,0.1179722852668881,1.7607134385702645,3.793545052397724,480
7.070991412555554,13.508348824870078,-0.009760293264159108,0.0749733721341534,1.7019406479328387,3.8465196425266743,500
7.0709402062768705,13.50833301386566,-0.04377611947059305,0.07076831165184239,1.643667886277204,3.9319915227590427,520
7.070595579729522,13.507422376140086,-0.003765905074576885,0.13239530558353432,1.5961155769007154,3.9623536444425906,540
7.071186403469271,13.508301453583657,-0.0020415730756609208,0.1711467552350033,1.7210346720082734,3.8165674014266555,560
7.070997832783739,13.508760889949349,-0.06512095829986574,0.13468600523194169,1.6881114622381848,3.8609159265326087,580
7.071019622106619,13.508760930133983,-0.15869142477218123,0.20990743660058522,1.6983347153495973,3.8682085350867945,600
7.07110673714676,13.508670633247922,-0.09120301127478783,0.259545722223328,1.6799843402534722,3.8561659079307433,620
7.070831535472872,13.50761569954962,-0.052904776503842496,0.2452652854177535,1.6869300674385812,3.8820078998488974,640
7.070663690818417,13.50702683732071,0.10405705503552148,0.2174671323323714,1.659557139598437,3.887337783346088,660
7.071043759489287,13.507496041531951,0.033071465058176625,0.21977117469628638,1.7492145881478227,3.8076566603563076,680
7.070860535724592,13.507669543801796,-0.003280105526248955,0.21551379088671563,1.6590710876467551,3.8908856824139733,700
7.070803522094136,13.507897619308434,-0.07414074250790556,0.23064346843697298,1.6116926099021671,3.938673486187487,720
7.0710546851586775,13.507641588276375,-0.042351701584198216,0.23908122622774922,1.6729575810541317,3.857198244520184,740
7.070572223709794,13.506185985415085,0.09000592088236635,0.2591798814688178,1.6637567711245755,3.8771024451367055,760
7.0708469591294465,13.50631651732548,0.1454222681364791,0.16984950281886854,1.6920307078949293,3.8635012707251395,780
7.070430636371268,13.505661011520374,-0.04127869278929785,0.15488050612028595,1.6210850933326133,3.935690859259331,800
7.070924649257893,13.506753344657245,0.13658074971882544,0.1111224631763357,1.7081732757805959,3.8518714445943547,820
7.070919533751712,13.506857768154969,0.10792604795164257,0.050600739511681,1.7050131251535297,3.854863810990262,840
7.070534323264376,13.506237621596672,-0.07134300265565485,0.03020436197277558,1.638713350748712,3.9201368127723826,860
7.070857648603034,13.506048578668029,-0.04862060226421308,0.08083416340128423,1.7027730822347138,3.8355214062655896,880
7.070587772669951,13.505123341487609,-0.09874650962682283,0.14441959299474166,1.6634421813607136,3.8759892415895125,900
7.0705241528674465,13.505460903687087,-0.036674735109334645,0.15488699371518203,1.64109356026909,3.92164080533872,920
7.070785105673874,13.506205175564325,-0.026301502178031767,0.23068703230684234,1.6268344283801626,3.902122610767448,940
7.070639145518646,13.506477027675963,-0.0165177898726948,0.27220516706768216,1.6377697316575988,3.9155871932417696,960
7.070899526450791,13.506676933468857,-0.07228583204119647,0.23487934021949872,1.7128286844006282,3.826074199418234,980
7.070736426829464,13.506224681284944,-0.07744005161275386,0.23650722003419053,1.745821326965004,3.835188304470268,1000
7.070565904161649,13.505633455015962,-0.05904384232160873,0.31500841926423934,1.6849581487125265,3.8727211277277536,1020
7.070749504937771,13.506291395574387,0.18523413052160273,0.262339191341209,1.6316804316461317,3.8869470651937568,1040
7.070702213800591,13.506829390332419,0.023083444213702294,0.18161692869633778,1.6351668945712046,3.923333626198913,1060
7.070931601076183,13.507645938246046,-0.004948361301350985,0.17132089418815394,1.6567102597996042,3.87888200791959,1080
7.071101400271154,13.50806295135916,0.06381352101972619,0.15750265992069398,1.7139345339813805,3.843204213155473,1100
7.070641926155172,13.50713293043435,-0.006112774508793466,0.1319019993329542,1.6021866282845647,3.9366248901422702,1120
7.070895399299776,13.507400852456366,0.06870714751806042,0.06685338682260754,1.7056500795095697,3.8726554664079993,1140
7.070852930716731,13.507052544814108,0.016125719758037508,-0.012054561856628114,1.74437664893721,3.829392073545823,1160
7.0709596314960494,13.508128826392033,-0.08121955915906469,0.020202865896255088,1.6847551247686448,3.864682918585916,1180
7.0709726731084075,13.508730686251692,-0.08992005597009543,0.08027070613054281,1.658039230952901,3.8909507015099463,1200
7.071188435622315,13.508888241457795,-0.3207349589239568,0.20653044820880123,1.6617044696990753,3.854552127395636,1220
7.070908865747709,13.508456388394036,-0.022729798122122294,0.3141529786188221,1.6348193320494144,3.9045249101098123,1240
7.070911510067346,13.507887264862271,-0.11285829017543791,0.32867271822145844,1.6686503485023638,3.8781978581753775,1260
7.07080524552094,13.507631461273204,-0.0399839178703391,0.34194462692398103,1.690044648497033,3.8693485155815592,1280
7.070978144013932,13.50841936858578,0.06617911394321117,0.32983186359280725,1.6839505754585091,3.8555163697131882,1300
7.071050590417879,13.508704777366765,0.2098848239506431,0.21743391484437272,1.7179877900669438,3.841238417745881,1320
7.071111943437634,13.508983643954142,0.08582356285781972,0.11926427962730539,1.7150255964300654,3.8508641481080854,1340
7.070920308649334,13.508294277592794,-0.06382058127603289,0.08963855577960507,1.672820554593968,3.884232068486021,1360
7.070863505971036,13.507516422541748,0.04080979118600091,0.10939926192903822,1.668653247139973,3.891575330307284,1380
7.0707145810890975,13.507243125576512,0.07757298006942874,0.07226685459392262,1.6313454929838813,3.920828986412097,1400
7.070965991019555,13.507651886890498,-0.04497823889543444,0.10812550121478282,1.6675369458489335,3.8628198836033736,1420
7.070896311583652,13.507820694350025,-0.049174462284698704,0.18159693964903123,1.6803512853326172,3.867047276053316,1440
7.0710703512856075,13.508244126590954,-0.06967750625867442,0.18745645045173817,1.697246268429235,3.8580666750555888,1460
7.070641626898928,13.506976053685973,0.016785352993146957,0.24127161580980883,1.6502922086902934,3.911146465414544,1480
7.070834043141636,13.506728761182622,-0.0804178450327664,0.22554633166241,1.694551387635485,3.8690327015216788,1500
7.070688343396638,13.505930322547105,0.054809325873354575,0.27183731891778806,1.6853392336469961,3.8593609688825588,1520
7.070642312388474,13.506216760343728,0.20518812737758768,0.1591279146313459,1.6670318683794478,3.886269535111527,1540
7.07093856590546,13.506924155589912,0.003699521977910649,0.10528607780120612,1.687829815766787,3.849137845857594,1560
7.070742807612131,13.50660271749907,-0.013200495733025761,0.14346980481925634,1.6312167437724454,3.902222087257467,1580
7.070682953587229,13.5065022636893,0.01883432336503292,0.16531573419014506,1.6415521020758426,3.9242859361397504,1600
7.070709548978691,13.50558058335367,-0.00937395402446528,0.16660297261561283,1.6628674133176602,3.8763040744539317,1620
7.070493624919375,13.50513359140935,0.016850704444369057,0.1140009477594347,1.6908151643499287,3.8945276368283896,1640
7.070552794136267,13.505491084625918,-0.1882798615563094,0.14691939905015983,1.6788397882572745,3.875409397907703,1660
7.070888073398741,13.506333092914563,0.0478052414639633,0.23749488317986198,1.7531305184751182,3.8120892946814027,1680
7.070688402747685,13.506451744181069,0.04529411457958948,0.20318697617561846,1.6631355482219161,3.889112594352057,1700
7.07083344163491,13.506752430229612,-0.049471638809193405,0.12986912547298973,1.647239657729005,3.908685468086896,1720
7.070599071057764,13.505741633275731,0.0015090058371405668,0.1267189031491086,1.6371641410523257,3.90571501453935,1740
7.070633449999243,13.505789997739075,-0.13257366792778302,0.16629250390937586,1.642749640794792,3.886233234754242,1760
7.0707884232456175,13.506215037670788,0.10190157375811477,0.1873104625940193,1.6806047626480445,3.8682647515823154,1780
7.0706119245630195,13.50688127048123,-0.2021533061320953,0.2106490572023236,1.6247643708992836,3.9241561059266457,1800
7.071088264371449,13.507848022098248,-0.004628231048807989,0.2987139642030451,1.7077971140038435,3.843012321350311,1820
7.070836594433161,13.507453252703478,0.12375079328737248,0.3262962633002847,1.6859781306308,3.8618827496260417,1840
7.070783784695618,13.507304383081397,0.07402637060155484,0.2101341172322915,1.688584770245776,3.8699542350864657,1860
7.070902517861629,13.506954375870622,0.03574506695937805,0.24157702122056154,1.7050525935151843,3.830060098437857,1880
7.070788711295646,13.507338343488957,0.15712085965496944,0.17465332513709841,1.6604917101318843,3.8944174296188976,1900
7.070924822532268,13.508160051873487,0.04961482579940643,0.08396398913344971,1.6396479627489768,3.9169280737835854,1920
7.071048780284095,13.508866826259444,0.014463348299930576,0.06829093400850038,1.6541444412629447,3.89786327998561,1940
7.0709237472214435,13.508371247619168,0.016664521958489376,0.08920803544317087,1.7309571105938233,3.8490217692255992,1960
7.071295329560553,13.508741583665659,-0.11707485938841046,0.033705608308797236,1.7854995258048432,3.7874444993286898,1980
7.070462575485039,13.506995599903297,-0.14890662501547322,0.13859615944798923,1.572915703432337,3.9446580009989503,2000
7.071076280566843,13.508477556054606,-0.1652317023276312,0.23301427308424988,1.6539958920555329,3.8965851208754647,2020
7.070856188396908,13.508131281702715,0.028810437237185696,0.243136737953771,1.6612434247010528,3.8878619416960385,2040
7.071300644098412,13.509301883739415,-0.005973115718294921,0.22075928470364434,1.7151569385415788,3.823640189016213,2060
7.071008229494878,13.508843557650547,0.02197232674171073,0.2297426964119073,1.6763466209571167,3.872961479849496,2080
7.070972587012676,13.508172437946774,-0.07601504405441434,0.2223868282789982,1.683909275959668,3.8611611766516183,2100
7.070979440305667,13.507690283435064,0.07046989864832451,0.18230061490731989,1.6563968894216186,3.868553308926365,2120
7.07063149830887,13.507242123994093,0.10235692335407054,0.1322125221392044,1.5849115459287015,3.951418373979932,2140
7.071050056236673,13.507977363106153,0.053921621086592264,0.09959749539399146,1.671032262324066,3.8732232208457753,2160
7.070907105034552,13.507958525529366,0.03840789914163945,0.1568610309209431,1.7300072760728413,3.8495785904578663,2180
7.071102048554699,13.508281650216771,-0.011942760764237663,0.20407558465466905,1.741571619498847,3.8294047625237067,2200
7.070656561482809,13.506709590438932,-0.0564456240857296,0.20423644763461155,1.6757569112097264,3.8692538393844305,2220
7.071056616598838,13.507158641933534,-0.04093163412602545,0.19248122694825742,1.7068546234307027,3.852465250538636,2240
7.070145870335552,13.505229548693205,0.10983780151827145,0.23294156036511912,1.5608916452998807,3.9729071192060497,2260
7.0712387527030796,13.50732557035762,-0.005381953142746747,0.12841146367943396,1.7219344890015147,3.8212190455739026,2280
7.070503880194257,13.506289390241612,-0.01899863630235927,0.13249920867895476,1.6185045629922203,3.91972391032006,2300
7.07094079434072,13.507132248344476,-0.15586752808310173,0.1388933343995862,1.6959438689096442,3.8699811484606843,2320
7.07063925958256,13.506095738965682,-0.02921864827485586,0.17099200280870594,1.6840294792133774,3.8752772740134365,2340
7.070655445755639,13.505356737790946,-0.08700452089096919,0.18651023048167442,1.682530051685358,3.8600650971061925,2360
7.070564110953371,13.50542543946992,0.1506383217201828,0.1911845038071223,1.641751350000333,3.9136665974080334,2380
7.070563367858776,13.505587166171898,-0.12420588492941757,0.19290594404908845,1.5999885535997669,3.91701895032709,2400
7.070869554404608,13.506539012467586,0.001124193497455277,0.25956181966383496,1.66699898317977,3.864571474965528,2420
7.070596769747162,13.50632211593559,-0.08477303256564901,0.26997040873131345,1.684895475234978,3.8841938619323226,2440
7.071035463495831,13.506643765664535,0.0564347114976967,0.2594021684183722,1.7499683038137337,3.8178570340819515,2460
7.070334259526273,13.505375072227094,0.17149765397359254,0.15799055061713,1.5773717276435704,3.9513302525464886,2480
7.07073882447917,13.505995772353454,0.18070548541368006,0.053539014900398633,1.701166813098028,3.8597162683985005,2500
7.070777575851805,13.506028563908398,-0.04605767756027616,0.08341363040819116,1.7592988227344364,3.8186930711958684,2520
7.070777863191165,13.50723803478567,-0.011692688204882007,0.08897596975800835,1.63457806570585,3.913228987283901,2540
