step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,9.24124e-05,0.00143185,666,0.000181688,0.0355706,0.00609055,0.0101624
100,0.00863162,0.000829753,6208,0.00607757,0.529796,0.00667737,0.0947266
200,0.0228467,0.00070527,14297,0.0142277,0.601222,0.00709448,0.218155
300,0.0422926,0.00207067,20839,0.0232603,0.633084,0.00740421,0.317978
400,0.066011,0.00393975,26623,0.0331627,0.708771,0.0074759,0.406235
500,0.0956935,0.00139068,31460,0.0451434,0.801546,0.0074587,0.480042
600,0.133458,0.00266864,35684,0.0594305,0.912057,0.00746762,0.544495
700,0.173913,0.00442197,39328,0.0715013,0.847333,0.00748153,0.600098
800,0.213501,0.00374814,41789,0.0815571,0.867626,0.00763256,0.63765
900,0.255446,0.00638944,43360,0.0922671,0.882767,0.00797045,0.661621
1000,0.291214,0.00276048,44827,0.0994689,0.87745,0.00815019,0.684006
1100,0.330309,0.00224732,46050,0.108182,0.881996,0.00825682,0.702667
1200,0.36823,0.00307443,47053,0.115467,0.92192,0.00810656,0.717972
1300,0.402942,0.00171779,47750,0.121821,0.886174,0.00797584,0.728607
1400,0.447758,0.00251141,48557,0.130426,0.895454,0.00798718,0.740921
1500,0.483501,0.00238171,49126,0.135265,0.91827,0.00794282,0.749603
1600,0.521498,0.000512164,49647,0.1419,0.973968,0.00786237,0.757553
1700,0.558518,0.00305294,49999,0.147157,0.936338,0.00789886,0.762924
1800,0.58804,0.0033727,50407,0.150465,0.908164,0.00790999,0.76915
1900,0.623329,0.00304752,50691,0.155678,0.902744,0.00780546,0.773483
1999,0.658455,0.00348013,51116,0.160275,0.954109,0.00769287,0.779968
