step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max
0,1.5717e-06,0.00129529,0,0,0
100,7.68406e-05,0.00134663,65536,0,0
200,0.00010072,0.0014394,65536,0,0
300,0.000125608,0.00153234,65536,0,0
400,0.000149742,0.00161188,65536,0,0
500,0.000168124,0.00167406,65536,0,0
600,0.000179851,0.00171962,65536,0,0
700,0.000186123,0.00175119,65536,0,0
800,0.000188489,0.00177171,65536,0,0
900,0.000188196,0.00178384,65536,0,0
1000,0.000186147,0.00178974,65536,0,0
1100,0.000182945,0.00179111,65536,0,0
1200,0.000179002,0.00178922,65536,0,0
1300,0.000174594,0.00178503,65536,0,0
1400,0.000169904,0.00177927,65536,0,0
1500,0.000165061,0.00177245,65536,0,0
1600,0.000160151,0.00176495,65536,0,0
1700,0.000155237,0.00175708,65536,0,0
1800,0.00015036,0.00174904,65536,0,0
1900,0.000145551,0.00174096,65536,0,0
1999,0.000140878,0.00173306,65536,0,0
