order_parameter,local_coherence_mean,step,time
0.09510516593068778,0.3936659892203331,0,0.0
0.0762817389533872,0.6132523637164552,10,0.5
0.0451394376012932,0.7357972825583883,20,1.0
0.05039883344234155,0.7994800016123097,30,1.5
0.0642018793840403,0.8402078462265548,40,2.0
0.08414864049115527,0.8652416999247818,50,2.5
0.10036953500345899,0.879945280569701,60,3.0
0.11284567137751457,0.889182781075794,70,3.5
0.12302653436177578,0.8956618445892945,80,4.0
0.131577832305943,0.9005209775038965,90,4.5
0.13891156833728205,0.9043342472387211,100,5.0
0.14531878391854128,0.9074244018525428,110,5.5
0.15101778563515436,0.9099878994890187,120,6.0
0.15617783391677795,0.9121525983251256,130,6.5
0.1609324415864906,0.9140064814188396,140,7.0
0.16538759019754898,0.915612841998666,150,7.5
0.16962726581777773,0.9170187841818402,160,8.0
0.17371748952160207,0.9182602620336239,170,8.5
0.1777094434495466,0.9193652380426394,180,9.0
0.18164201003122715,0.9203557676001359,190,9.5
0.18554389763848755,0.9212494377397025,200,10.0
0.1894354506772784,0.922060397397358,210,10.5
0.19333020238098345,0.9228001167350359,220,11.0
0.19723620761220578,0.9234779591119329,230,11.5
0.20115718214348416,0.9241016189361226,240,12.0
0.2050934694792286,0.9246774608289141,250,12.5
0.2090428536737558,0.9252107846306241,260,13.0
0.21300123530165896,0.9257060337988035,270,13.5
0.2169631869172299,0.9261669600954614,280,14.0
0.22092240357039514,0.9265967542368259,290,14.5
0.22487206304143778,0.926998149875096,300,15.0
0.2288051093705312,0.9273735065911491,310,15.5
0.23271447201994352,0.9277248763113217,320,16.0
0.23659323167732868,0.9280540565986803,330,16.5
0.24043474235416526,0.9283626335285278,340,17.0
0.24423271811242395,0.9286520162831577,350,17.5
0.24798129150921513,0.928923465152139,360,18.0
0.2516750497127241,0.9291781142724683,370,18.5
0.2553090532289388,0.9294169901660071,380,19.0
0.2588788412924927,0.9296410269131894,390,19.5
0.26238042721354093,0.9298510786294114,400,20.0
0.265810286327933,0.930047929773967,410,20.5
0.2691653386590285,0.9302323037132556,420,21.0
0.2724429279539353,0.9304048698742675,430,21.5
0.27564079839217687,0.9305662497563604,440,22.0
0.2787570699687838,0.930717022015367,450,22.5
0.2817902133155451,0.9308577267912166,460,23.0
0.2847390245338316,0.9309888694161752,470,23.5
0.28760260046150343,0.9311109236137312,480,24.0
0.29038031467763975,0.9312243342765775,490,24.5
0.2930717944560622,0.9313295198949795,500,25.0
0.29567689880675735,0.9314268746931181,510,25.5
0.2981956976891422,0.9315167705200771,520,26.0
0.3006284524392124,0.9315995585334091,530,26.5
0.30297559742120517,0.9316755707062323,540,27.0
0.3052377228912236,0.9317451211832105,550,27.5
0.30741555904352447,0.9318085075062845,560,28.0
0.3095099611984211,0.9318660117273923,570,28.5
0.3115218960828531,0.9319179014225207,580,29.0
0.3134524291497279,0.9319644306190673,590,29.5
0.3153027128794236,0.9320058406465792,600,30.0
0.3170739760058078,0.9320423609193906,610,30.5
0.318767513609329,0.9320742096584117,620,31.0
0.32038467802083875,0.9321015945582756,630,31.5
0.32192687048154656,0.9321247134052075,640,32.0
0.32339553350667555,0.9321437546502611,650,32.5
0.32479214390284733,0.9321588979419847,660,33.0
0.32611820639182904,0.9321703146220885,670,33.5
0.327375247795973,0.9321781681872643,680,34.0
0.32856481174336816,0.9321826147199639,690,34.5
0.3296884538533814,0.9321838032906435,700,35.0
0.33074773736585106,0.9321818763337204,710,35.5
0.33174422917968266,0.9321769699992712,720,36.0
0.33267949626897053,0.9321692144823077,730,36.5
0.33355510244702385,0.9321587343312981,740,37.0
0.3343726054508059,0.9321456487374529,750,37.5
0.3351335543202966,0.9321300718061629,760,38.0
0.3358394870491639,0.9321121128118652,770,38.5
0.33649192848488524,0.9320918764375015,780,39.0
0.33709238845809814,0.9320694629996422,790,39.5
0.3376423601224761,0.9320449686602731,800,40.0
0.33814331848784906,0.9320184856261492,810,40.5
0.338596719130598,0.9319901023365635,820,41.0
0.3390039970665721,0.9319599036403126,830,41.5
0.339366565772909,0.9319279709625763,840,42.0
0.33968581634618245,0.9318943824623855,850,42.5
0.3399631167852715,0.9318592131812939,860,43.0
0.34019981138823996,0.9318225351838327,870,43.5
0.3403972202533432,0.9317844176902785,880,44.0
0.3405566388750464,0.9317449272022331,890,44.5
0.3406793378266453,0.9317041276214744,900,45.0
0.34076656252173304,0.9316620803625051,910,45.5
0.3408195330473678,0.9316188444592002,920,46.0
0.3408394440623431,0.9315744766659199,930,46.5
0.34082746475449377,0.9315290315534337,940,47.0
