step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00548765,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,3.23951,0.00190896,52198,0.101926,0.432197,0.00491931,0.796478
200,8.74316,0.00232658,51594,0.129585,0.479605,0.00455172,0.787262
300,13.3903,0.0029226,52284,0.142865,0.517398,0.00410452,0.797791
400,16.7246,0.00394001,52869,0.149682,0.504997,0.00405411,0.806717
500,19.1092,0.0028884,53263,0.15527,0.510166,0.00388475,0.812729
600,21.0297,0.0029133,53682,0.15931,0.523454,0.00372062,0.819122
700,22.3643,0.00302647,53940,0.162676,0.525189,0.00369217,0.823059
800,23.5093,0.00517063,54198,0.164445,0.520625,0.00384037,0.826996
900,24.971,0.00781135,54542,0.168445,0.531095,0.00415723,0.832245
1000,26.2365,0.0014317,54893,0.17081,0.53493,0.00456839,0.837601
1100,27.4264,0.00197409,55137,0.172444,0.553076,0.00506887,0.841324
1200,28.6974,0.00121057,55354,0.175242,0.554541,0.00573061,0.844635
1300,29.897,0.00270783,55486,0.177918,0.52996,0.0064328,0.846649
1400,31.0961,0.00112678,55681,0.179165,0.529593,0.00695536,0.849625
1500,32.0628,0.00149547,55867,0.180999,0.540166,0.00735651,0.852463
1600,33.2562,0.00832898,56046,0.18228,0.533903,0.00770992,0.855194
1700,33.9136,0.00423642,56222,0.183707,0.549289,0.00807312,0.85788
1800,35.2865,0.00632085,56425,0.18508,0.55784,0.00840981,0.860977
1900,36.1982,0.00375807,56521,0.186543,0.550693,0.00875388,0.862442
1999,37.3774,0.00827213,56724,0.188502,0.56993,0.00895532,0.86554
