step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00548765,0.00130782,13636,0.00274354,0.0357865,0.0046135,0.208069
100,3.23951,0.00190896,47105,0.0531814,0.255903,0.00491931,0.718765
200,8.74316,0.00232658,48961,0.0676919,0.28914,0.00455172,0.747086
300,13.3903,0.0029226,50279,0.0748758,0.324029,0.00410452,0.767197
400,16.7246,0.00394001,51011,0.0785509,0.308118,0.00405411,0.778366
500,19.1092,0.0028884,51616,0.0816895,0.309432,0.00388475,0.787598
600,21.0297,0.0029133,52057,0.0839391,0.314784,0.00372062,0.794327
700,22.3643,0.00302647,52422,0.0858677,0.319328,0.00369217,0.799896
800,23.5093,0.00517063,52743,0.0868718,0.315771,0.00384037,0.804794
900,24.971,0.00781135,53166,0.0891731,0.321507,0.00415723,0.811249
1000,26.2365,0.0014317,53554,0.0904984,0.336039,0.00456839,0.817169
1100,27.4264,0.00197409,53766,0.0913938,0.336403,0.00506887,0.820404
1200,28.6974,0.00121057,53988,0.0930652,0.334662,0.00573061,0.823792
1300,29.897,0.00270783,54174,0.0945949,0.322324,0.0064328,0.82663
1400,31.0961,0.00112678,54380,0.0952071,0.322796,0.00695536,0.829773
1500,32.0628,0.00149547,54606,0.0963039,0.330382,0.00735651,0.833221
1600,33.2562,0.00832898,54799,0.0969693,0.323607,0.00770992,0.836166
1700,33.9136,0.00423642,54992,0.0978972,0.33353,0.00807312,0.839111
1800,35.2865,0.00632085,55223,0.0986617,0.347858,0.00840981,0.842636
1900,36.1982,0.00375807,55328,0.0995642,0.338783,0.00875388,0.844238
1999,37.3774,0.00827213,55552,0.100645,0.347762,0.00895532,0.847656
