step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00550734,0.000942341,13711,0.00275338,0.0425195,0.00398144,0.209213
100,3.2158,0.0006573,52726,0.199679,0.837049,0.00462092,0.804535
200,8.86715,0.00153762,55712,0.267609,0.940934,0.00514535,0.850098
300,13.4256,0.00211938,55007,0.298237,1.01228,0.00598604,0.83934
400,16.6349,0.00621743,54983,0.314927,1.01441,0.00635304,0.838974
500,19.0215,0.00743407,55151,0.326316,1.00678,0.00667862,0.841537
600,20.8127,0.00572962,55486,0.334329,1.0434,0.00692676,0.846649
700,22.3812,0.00604023,55696,0.342351,1.06759,0.00686882,0.849854
800,23.5785,0.0028035,55861,0.349454,1.06776,0.00701895,0.852371
900,24.7112,0.00227259,56071,0.354109,1.07882,0.00736119,0.855576
1000,25.6342,0.000580536,56204,0.36085,1.03249,0.00776359,0.857605
1100,26.9937,0.00498529,56440,0.367307,1.13905,0.00822241,0.861206
1200,27.968,0.00788919,56565,0.370458,1.1516,0.00880399,0.863113
1300,29.3364,0.0044739,56874,0.373818,1.11627,0.00930483,0.867828
1400,30.7151,0.00478857,57118,0.379341,1.0382,0.00975819,0.871552
1500,32.0228,0.00689947,57317,0.384643,1.0517,0.0101019,0.874588
1600,33.2175,0.00765716,57537,0.387828,1.16295,0.0104843,0.877945
1700,34.5482,0.00799885,57673,0.392637,1.11429,0.0107798,0.88002
1800,35.8464,0.00844964,57866,0.395803,1.03945,0.0110296,0.882965
1900,36.7152,0.00644589,57997,0.397347,1.14148,0.0113585,0.884964
1999,38.2235,0.0043938,58122,0.40187,1.14817,0.0118911,0.886871
