step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,8.33949e-05,0.00130782,598,0.000163674,0.0357865,0.0046135,0.00912476
100,0.00852096,0.00193877,6088,0.00626655,0.481775,0.00493377,0.0928955
200,0.0211952,0.000902345,13991,0.0128921,0.644422,0.00508949,0.213486
300,0.0395698,0.0025782,20180,0.0221323,0.63389,0.00486231,0.307922
400,0.0651638,7.56274e-05,25879,0.0329318,0.752305,0.00486821,0.394882
500,0.094353,0.000843087,31013,0.0448277,0.820207,0.00509932,0.473221
600,0.126599,0.00248479,35144,0.0555706,0.771055,0.00553818,0.536255
700,0.16274,0.00152454,38604,0.0669488,0.994288,0.00617816,0.58905
800,0.200437,0.000837372,41014,0.0784083,0.849488,0.00666904,0.625824
900,0.243305,0.00219849,42893,0.0899488,0.854134,0.00704947,0.654495
1000,0.284552,0.00125217,44513,0.099186,0.922565,0.00733265,0.679214
1100,0.323506,0.00257989,45639,0.106423,0.969515,0.00770889,0.696396
1200,0.36405,0.00112271,46643,0.11607,0.837219,0.00802468,0.711716
1300,0.415967,0.00154263,47545,0.125403,0.985127,0.00830288,0.725479
1400,0.454317,0.00550093,48538,0.131407,0.920932,0.00873997,0.740631
1500,0.49022,0.00267412,49175,0.136944,0.951746,0.00933386,0.750351
1600,0.528524,0.00576067,49503,0.142071,0.98448,0.00983568,0.755356
1700,0.576802,0.00143406,49954,0.1507,0.945462,0.0101891,0.762238
1800,0.613653,0.00315804,50435,0.154936,1.0241,0.0105359,0.769577
1900,0.649178,0.00672335,50966,0.158693,1.01557,0.0109992,0.777679
1999,0.673488,0.00576258,51352,0.160469,0.980964,0.0113212,0.783569
