step,residue_coherence,orientation_alignment,corridor_count
0,0.000113589,0.00164237,0
100,0.0111385,0.00144178,0
200,0.0269563,0.000787399,0
300,0.0582816,0.000939812,0
400,0.128658,0.00108627,0
500,0.30987,0.00224221,1965
600,0.876422,0.0021406,52845
700,2.64869,0.00218286,65536
800,7.45276,0.00228195,65536
900,20.2868,0.00230353,65536
1000,54.9201,0.00229805,65536
1100,148.565,0.00229707,65536
1200,401.848,0.00229698,65536
1300,1086.93,0.00229696,65536
1400,2939.91,0.00229695,65536
1500,7951.97,0.00229694,65536
1600,21508.5,0.00229693,65536
1700,58176.5,0.00229693,65536
1800,157358,0.00229694,65536
1900,425624,0.00229694,65536
1999,1.13983e+06,0.00229694,65536
