step,active_fraction,mean_mismatch,mean_residue,admissible_cells,activation_events,activation_fraction_of_admissible,inadmissible_update_count,inadmissible_update_fraction,inadmissible_activation_count,inadmissible_activation_fraction,traceability_failure_count,traceability_failure_fraction,trace_depth_mean
54,0.00927734375,0.018462242003554504,0.09308017496184795,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
55,0.009765625,0.018451646675542478,0.09263765446222946,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
56,0.012451171875,0.018437657982733696,0.09233383651135717,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
57,0.010498046875,0.01843927975231237,0.0919354004899936,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
58,0.009521484375,0.018443656589985397,0.09149212070384366,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
59,0.009765625,0.018436945523502765,0.09106548074680523,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
60,0.0107421875,0.018434720752179626,0.09069193531433718,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
61,0.0126953125,0.018439436151564962,0.09041978158619382,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
62,0.011474609375,0.01844273421038306,0.0900893142390819,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
63,0.0107421875,0.018447525842705523,0.08972553047169106,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
64,0.011474609375,0.01845876369411392,0.08940200563572415,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
65,0.009521484375,0.01844815171869424,0.08898405979811691,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
66,0.012451171875,0.018417440162183676,0.08871677779388573,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
67,0.011962890625,0.018409389379446164,0.08842775454719688,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
68,0.01416015625,0.018401580127459433,0.0882514848142249,58,0,0.0,0,0.0,0,0.0,0,0.0,0.0
69,0.012939453125,0.018404374930419937,0.08801594262233267,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
70,0.014404296875,0.01838850679552212,0.08785599803985933,59,0,0.0,0,0.0,0,0.0,0,0.0,0.0
71,0.008544921875,0.01837886130734441,0.08740468415321073,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
72,0.010009765625,0.018369537377475577,0.08703112559292864,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
73,0.011474609375,0.018374248159037695,0.08673454480574935,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
74,0.01416015625,0.01836784518266827,0.08657520717019186,58,0,0.0,0,0.0,0,0.0,0,0.0,0.0
75,0.0107421875,0.01837319107434394,0.08624656447348994,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
76,0.0087890625,0.018390991907607956,0.08582355195375503,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
77,0.013916015625,0.018398013146850085,0.08566111721546749,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
78,0.009521484375,0.018388880587493252,0.08528058026206281,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
79,0.012451171875,0.01835625838004594,0.08505033305319218,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
80,0.01025390625,0.018336698768403766,0.08471252503516025,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
81,0.011962890625,0.01831950472774419,0.08446354431605865,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
82,0.01220703125,0.018306961521014756,0.08422926043539807,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
83,0.012939453125,0.01830256581655058,0.08403394048729408,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
84,0.013916015625,0.01829197716733584,0.08388940186367114,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
85,0.010986328125,0.018287777052493695,0.08359982425128443,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
86,0.011474609375,0.018291439149949996,0.08333755647752158,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
87,0.01123046875,0.018284615924545514,0.08306570435024636,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
88,0.010009765625,0.01829264689540684,0.0827355355879939,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
89,0.01123046875,0.01828638869489483,0.08246970366961395,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
90,0.013916015625,0.018287276018515895,0.08234080741416783,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
91,0.013671875,0.018269569724607075,0.08220099309002615,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
92,0.01318359375,0.018239523178204188,0.08203816284662588,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
93,0.0126953125,0.01822554167354174,0.08185254684315962,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
94,0.014404296875,0.018213174915411856,0.08175423621847802,59,0,0.0,0,0.0,0,0.0,0,0.0,0.0
95,0.01220703125,0.018205362078182748,0.08154704541879325,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
96,0.0126953125,0.018200017574447114,0.08136634058960532,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
97,0.0146484375,0.01821371307214824,0.08128509905870926,60,0,0.0,0,0.0,0,0.0,0,0.0,0.0
98,0.010986328125,0.018215963718492656,0.08102156447437217,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
99,0.011962890625,0.018219312164736583,0.08080949336087845,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
100,0.008056640625,0.018211699256442206,0.08040423045851966,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
101,0.01318359375,0.018195844998531857,0.08025936784143448,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
102,0.012939453125,0.018189556711906314,0.08010374681927013,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
103,0.013671875,0.01816832002859784,0.0799863031010774,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
104,0.01318359375,0.01816637959738028,0.07984561975756664,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
105,0.00927734375,0.01815005301996126,0.07951103074749097,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
106,0.011474609375,0.018127985831803112,0.07928965090876605,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
107,0.01513671875,0.018111205221060037,0.07925359033717841,62,0,0.0,0,0.0,0,0.0,0,0.0,0.0
108,0.01220703125,0.018104227547651897,0.0790714059963066,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
109,0.012939453125,0.018107205229175603,0.07892766459259355,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
110,0.013916015625,0.018103591989914097,0.07883418872791761,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
111,0.01318359375,0.01810708161244968,0.07870502652813845,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
112,0.01123046875,0.018114044672308476,0.07847949970035706,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
113,0.009521484375,0.01810301123237354,0.07817077892210349,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
114,0.010986328125,0.018108861818848458,0.07793838753913244,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
115,0.014892578125,0.018096925196372366,0.07790363256999112,61,0,0.0,0,0.0,0,0.0,0,0.0,0.0
116,0.01416015625,0.0180930301370087,0.07783260405679121,58,0,0.0,0,0.0,0,0.0,0,0.0,0.0
117,0.013427734375,0.018089825960703906,0.0777256647349733,55,0,0.0,0,0.0,0,0.0,0,0.0,0.0
118,0.009033203125,0.01806991654246644,0.07740006824387355,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
119,0.010498046875,0.01807121642980519,0.07715096990518483,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
120,0.01171875,0.018072136843349098,0.07696539770613298,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
121,0.010986328125,0.018057717519359327,0.07674506013532165,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
122,0.01025390625,0.01805117714573526,0.07649030484646843,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
123,0.00830078125,0.01803614431888908,0.07614044086050376,34,0,0.0,0,0.0,0,0.0,0,0.0,0.0
124,0.010009765625,0.018035910823597893,0.07587952473314871,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
125,0.01025390625,0.018034164783702535,0.07563342479831721,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
126,0.013916015625,0.018040620141883332,0.07557289133158406,57,0,0.0,0,0.0,0,0.0,0,0.0,0.0
127,0.013427734375,0.018032059011683477,0.07548854913701822,55,0,0.0,0,0.0,0,0.0,0,0.0,0.0
128,0.01318359375,0.0180252938484128,0.07539284333314802,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
129,0.01123046875,0.018028752152568328,0.07520043833731654,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
130,0.013671875,0.018019803181113715,0.07513202770394338,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
131,0.01171875,0.018016148827173135,0.07496664492690394,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
132,0.010498046875,0.018007399291805545,0.0747418808213849,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
133,0.01025390625,0.018005315834471024,0.07450715732567106,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
134,0.012451171875,0.018000721945250098,0.07438464434616435,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
135,0.01123046875,0.017987634742014907,0.07420232134020269,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
136,0.011474609375,0.017985711383260265,0.07403402859555067,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
137,0.009765625,0.017987303770645734,0.07378196955959515,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
138,0.0107421875,0.017986517849372052,0.07358125923899922,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
139,0.0078125,0.017985601403828006,0.07323607164660922,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
140,0.009765625,0.01797616275629357,0.07299199218014313,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
141,0.0078125,0.017967139873606732,0.0726526972583417,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
142,0.012939453125,0.017963586154439565,0.07257314294200827,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
143,0.012939453125,0.017967145561985146,0.07249438416883819,53,0,0.0,0,0.0,0,0.0,0,0.0,0.0
144,0.01318359375,0.017955034627089736,0.07242862001464981,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
145,0.008544921875,0.01794589984012855,0.07213157990825332,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
146,0.014404296875,0.01794312487936663,0.07213047895292078,59,0,0.0,0,0.0,0,0.0,0,0.0,0.0
147,0.01416015625,0.017937856599624116,0.07211718197589156,58,0,0.0,0,0.0,0,0.0,0,0.0,0.0
148,0.010498046875,0.017933623664530395,0.07192091249988265,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
149,0.014404296875,0.017911269078339016,0.07192191821863383,59,0,0.0,0,0.0,0,0.0,0,0.0,0.0
150,0.010498046875,0.017899518831280454,0.07172760138019749,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
151,0.00634765625,0.017894745785482537,0.07132770817889551,26,0,0.0,0,0.0,0,0.0,0,0.0,0.0
152,0.01025390625,0.017891601230085,0.07112712640960656,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
153,0.00927734375,0.017881011325011218,0.07087972233301049,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
154,0.007568359375,0.017876177056910317,0.07054934307843039,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
155,0.009033203125,0.017862020024336924,0.07029550980389608,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
156,0.0107421875,0.01785403236321579,0.07012966408085711,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
157,0.01123046875,0.017844670582333178,0.06998989087754855,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
158,0.013671875,0.01783913532616635,0.06997358571877306,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
159,0.01318359375,0.017830046259674468,0.06993302954908533,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
160,0.013671875,0.017831411813568662,0.06991729300359448,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
161,0.010009765625,0.017838134304752108,0.06971860835480853,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
162,0.01123046875,0.017835316882927887,0.06958294570876045,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
163,0.01171875,0.01783296055578188,0.06947305375167284,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
164,0.010498046875,0.017834164475470912,0.0693032255579061,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
165,0.010498046875,0.017817758954634187,0.06913509564607705,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
166,0.01220703125,0.017805138228693847,0.06905409625211628,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
167,0.00927734375,0.01780194988518007,0.06882742247709511,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
168,0.0087890625,0.017801111072156636,0.06857860137732416,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
169,0.009521484375,0.01779161227478337,0.06836888958230092,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
170,0.011474609375,0.01779812391204697,0.06825893115522791,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
171,0.01416015625,0.01778912600630297,0.06828434965617562,58,0,0.0,0,0.0,0,0.0,0,0.0,0.0
172,0.012451171875,0.01779410315389632,0.06822406475336387,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
173,0.012451171875,0.017781326008325042,0.06816438269958024,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
174,0.010009765625,0.01778305275187467,0.06798322715383442,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
175,0.010009765625,0.017780978099602076,0.06780388316354609,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
176,0.009033203125,0.017772755015965837,0.06757750448816062,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
177,0.01025390625,0.01777137988584466,0.06741442475577902,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
178,0.01025390625,0.01777877767917114,0.06725297582072123,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
179,0.009765625,0.01777926104069288,0.06706872731251401,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
180,0.01025390625,0.01777673080386633,0.06691073535188888,42,0,0.0,0,0.0,0,0.0,0,0.0,0.0
181,0.0087890625,0.017774208413610184,0.06668108112336998,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
182,0.01123046875,0.017770879578343196,0.06657579374963629,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
183,0.00927734375,0.017766727906570107,0.06637390299963991,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
184,0.01123046875,0.01775081504123664,0.06627168740714351,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
185,0.009765625,0.01774532341717635,0.06609725178307209,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
186,0.01123046875,0.017731308227251698,0.06599780270274136,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
187,0.010009765625,0.017732611056391456,0.06583831295696395,41,0,0.0,0,0.0,0,0.0,0,0.0,0.0
188,0.010986328125,0.017731499134630437,0.0657292462336443,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
189,0.011962890625,0.017720961829848936,0.06567009830255788,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
190,0.011962890625,0.0177140985630618,0.06561154185078227,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
191,0.01220703125,0.01770863409085317,0.06556577799477445,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
192,0.0087890625,0.017706672994066943,0.06534957333982672,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
193,0.008056640625,0.017707697347977988,0.06509890963767845,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
194,0.01123046875,0.017709310812784138,0.06500944397880166,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
195,0.0087890625,0.01770210669609726,0.06479880266401365,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
196,0.007080078125,0.017692026521516982,0.06450481854362351,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
197,0.010498046875,0.017678667834639037,0.06438467270193726,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
198,0.009033203125,0.017676162790608102,0.0641924861311679,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
199,0.0107421875,0.017660381414754612,0.06408767064485622,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
200,0.011962890625,0.017657061060421704,0.06404493846965766,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
201,0.009521484375,0.017659887920331917,0.06388056330371109,39,0,0.0,0,0.0,0,0.0,0,0.0,0.0
202,0.01318359375,0.017653813665603545,0.06390093735817397,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
203,0.010986328125,0.017652847288001833,0.06381124439084222,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
204,0.00927734375,0.01764430941126012,0.0636369991344338,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
205,0.012451171875,0.01764367646047809,0.06362318773683946,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
206,0.010498046875,0.017643121642235794,0.06351185820322107,43,0,0.0,0,0.0,0,0.0,0,0.0,0.0
207,0.010986328125,0.017641778510726555,0.06342605602743887,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
208,0.0107421875,0.01764277625940491,0.06332890484216447,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
209,0.010986328125,0.01763710788320866,0.06324493219999283,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
210,0.007080078125,0.017634433813914295,0.0629664867842429,29,0,0.0,0,0.0,0,0.0,0,0.0,0.0
211,0.010986328125,0.01763872221814416,0.06288613832265047,45,0,0.0,0,0.0,0,0.0,0,0.0,0.0
212,0.009033203125,0.017627008637423988,0.06270893709567396,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
213,0.008544921875,0.017607072130038117,0.06250909381846723,35,0,0.0,0,0.0,0,0.0,0,0.0,0.0
214,0.00927734375,0.017594390006233297,0.06234787006778255,38,0,0.0,0,0.0,0,0.0,0,0.0,0.0
215,0.011962890625,0.017587483232686198,0.06232253589835472,49,0,0.0,0,0.0,0,0.0,0,0.0,0.0
216,0.01220703125,0.017562533761183368,0.06230966210187118,50,0,0.0,0,0.0,0,0.0,0,0.0,0.0
217,0.012451171875,0.017556775303043504,0.06230912407460247,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
218,0.009765625,0.01754856973609622,0.06217431408385644,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
219,0.009033203125,0.017551724205059148,0.06200423109926787,37,0,0.0,0,0.0,0,0.0,0,0.0,0.0
220,0.0126953125,0.017546950141111215,0.06201895441327519,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
221,0.011474609375,0.017557945756710748,0.061972495337892446,47,0,0.0,0,0.0,0,0.0,0,0.0,0.0
222,0.012451171875,0.01755975854141668,0.061975328978263515,51,0,0.0,0,0.0,0,0.0,0,0.0,0.0
223,0.013671875,0.017557764615456377,0.06203916943848088,56,0,0.0,0,0.0,0,0.0,0,0.0,0.0
224,0.006103515625,0.017548775022166813,0.06172395352534607,25,0,0.0,0,0.0,0,0.0,0,0.0,0.0
225,0.008056640625,0.017546085334944814,0.06150954602134261,33,0,0.0,0,0.0,0,0.0,0,0.0,0.0
226,0.007568359375,0.017542077077087555,0.061272868529879176,31,0,0.0,0,0.0,0,0.0,0,0.0,0.0
227,0.0107421875,0.017539528139033603,0.06119724921958039,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
228,0.0087890625,0.01752969119489087,0.06102472985238459,36,0,0.0,0,0.0,0,0.0,0,0.0,0.0
229,0.01318359375,0.017513998788560223,0.06107366224136074,54,0,0.0,0,0.0,0,0.0,0,0.0,0.0
230,0.0126953125,0.017500193242723255,0.061097691243947136,52,0,0.0,0,0.0,0,0.0,0,0.0,0.0
231,0.01123046875,0.017496400611664655,0.06104823776900766,46,0,0.0,0,0.0,0,0.0,0,0.0,0.0
232,0.0107421875,0.017488813324913387,0.06097486476631758,44,0,0.0,0,0.0,0,0.0,0,0.0,0.0
233,0.0078125,0.01747987892741947,0.06075574111865441,32,0,0.0,0,0.0,0,0.0,0,0.0,0.0
234,0.01171875,0.017475350547715256,0.060734121207467864,48,0,0.0,0,0.0,0,0.0,0,0.0,0.0
235,0.009765625,0.01747776605325588,0.06061506124539318,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
236,0.00732421875,0.017475494051946896,0.060375121570439255,30,0,0.0,0,0.0,0,0.0,0,0.0,0.0
237,0.00830078125,0.0174775710861946,0.06018640941723486,34,0,0.0,0,0.0,0,0.0,0,0.0,0.0
238,0.009765625,0.017477765817819776,0.06007282657306251,40,0,0.0,0,0.0,0,0.0,0,0.0,0.0
