step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00552397,0.00255454,13697,0.00276169,0.0421307,0.00628121,0.209
100,3.28209,0.00103515,52251,0.0855832,0.399012,0.00676847,0.797287
200,8.84273,0.00612814,51638,0.106918,0.427481,0.00693437,0.787933
300,13.2893,0.00309968,52198,0.1159,0.43304,0.00706246,0.796478
400,16.4853,0.00504248,52594,0.121969,0.474797,0.00730755,0.802521
500,18.6989,0.00183889,52986,0.126337,0.464465,0.00759457,0.808502
600,20.4033,0.00633895,53398,0.129755,0.448361,0.00789304,0.814789
700,22.1172,0.00759929,53736,0.132543,0.446459,0.00833625,0.819946
800,23.425,0.00514508,54091,0.135535,0.50515,0.00862087,0.825363
900,24.7118,0.00355706,54291,0.138031,0.48989,0.00889159,0.828415
1000,25.8773,0.00442879,54687,0.1394,0.487014,0.00931743,0.834457
1100,27.3864,0.00336915,55068,0.14114,0.42845,0.0100492,0.840271
1200,28.6135,0.0030249,55212,0.143199,0.466435,0.0104589,0.842468
1300,29.8643,0.00433442,55467,0.144848,0.478689,0.0109202,0.846359
1400,30.7513,0.00634575,55601,0.145798,0.491872,0.0113044,0.848404
1500,31.7241,0.00766455,55774,0.147013,0.511761,0.0114868,0.851044
1600,32.7385,0.00757547,56009,0.148663,0.483173,0.0118101,0.85463
1700,34.2031,0.00592058,56268,0.150457,0.497828,0.0119909,0.858582
1800,35.8948,0.014788,56570,0.152106,0.49485,0.0122785,0.86319
1900,36.9652,0.0131579,56652,0.153137,0.491406,0.0125407,0.864441
1999,38.0577,0.0168303,56801,0.15468,0.486542,0.01285,0.866714
