step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00164249,0.00244746,6843,0.00164144,0.0356827,0.00977545,0.104416
100,0.341106,0.000188991,40301,0.0989575,0.79271,0.0110593,0.614944
200,1.18038,0.00366237,49561,0.172318,0.920126,0.0124783,0.756241
300,2.30663,0.00261135,51405,0.212724,1.03363,0.0138322,0.784378
400,3.34476,0.00171923,52317,0.23588,1.00049,0.0153422,0.798294
500,4.2068,0.00184498,52842,0.253827,0.953823,0.01679,0.806305
600,4.92347,0.000854682,53229,0.265655,1.05962,0.0180545,0.81221
700,5.39788,0.00286954,53420,0.275606,0.981155,0.0192097,0.815125
800,5.9148,0.00307189,53681,0.283716,1.07549,0.0202174,0.819107
900,6.35901,0.00168554,53972,0.288883,1.02428,0.0213973,0.823547
1000,6.69458,0.00217624,54260,0.294857,1.04552,0.0226792,0.827942
1100,7.10588,0.003549,54503,0.303603,1.1106,0.0238009,0.83165
1200,7.55135,0.00506833,54766,0.307655,1.08799,0.0248482,0.835663
1300,7.86246,0.00479023,54998,0.311268,1.07815,0.025662,0.839203
1400,8.30014,0.00462161,55323,0.318457,1.09751,0.0264389,0.844162
1500,8.69995,0.00487289,55555,0.324826,1.11539,0.0274314,0.847702
1600,9.23446,0.0088305,55761,0.328785,1.05379,0.0281583,0.850845
1700,9.58761,0.00732588,56012,0.331507,1.06951,0.0288016,0.854675
1800,9.94734,0.00913476,56258,0.336537,1.08576,0.0296049,0.858429
1900,10.3165,0.0136689,56357,0.339799,1.10995,0.0305384,0.85994
1999,10.5995,0.00978449,56589,0.342437,1.0556,0.0313828,0.86348
