step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.000170975,0.00255454,623,0.000169414,0.0357967,0.00628121,0.00950623
100,0.0162924,0.00250682,7037,0.00607494,0.598662,0.00658084,0.107376
200,0.0532407,0.00136949,17335,0.0172896,0.673852,0.00681886,0.264511
300,0.11999,0.000409536,25969,0.0326354,0.761383,0.00724659,0.396255
400,0.223896,0.0049073,33047,0.0521415,0.834708,0.00785279,0.504257
500,0.374428,0.00178779,38230,0.0740614,0.882979,0.00838914,0.583344
600,0.583366,0.00421264,41423,0.0981294,0.9032,0.00862118,0.632065
700,0.822784,0.00761092,44248,0.116889,0.991798,0.0089516,0.675171
800,1.08204,0.00618609,46099,0.135865,0.977394,0.00922496,0.703415
900,1.38074,0.00265079,47459,0.152711,1.01171,0.00945668,0.724167
1000,1.63677,0.00218076,48634,0.162737,1.00965,0.00980489,0.742096
1100,1.9248,0.00128132,49321,0.177291,0.955578,0.0101991,0.752579
1200,2.17595,0.00595266,49900,0.185997,0.967439,0.010739,0.761414
1300,2.36937,0.00363491,50260,0.19024,0.999106,0.0113676,0.766907
1400,2.57289,0.00544012,50750,0.19882,0.978034,0.0121171,0.774384
1500,2.80372,0.00419665,51175,0.204624,0.988219,0.0128556,0.780869
1600,3.01274,0.00758942,51528,0.209979,1.06549,0.0134096,0.786255
1700,3.21283,0.00202474,51884,0.217296,1.0388,0.0139555,0.791687
1800,3.45604,0.00501414,52290,0.223878,1.06087,0.014502,0.797882
1900,3.69701,0.00505641,52573,0.22935,1.12925,0.0148426,0.8022
1999,3.89808,0.0028619,52768,0.234975,1.01687,0.0151437,0.805176
