step,time,order_parameter,edge_count,avg_degree,candidate_pairs,edge_added,recouple_asymmetry,inadmissible_edge_added,inadmissible_edge_add_fraction,traceability_failures,traceability_failure_fraction,trace_depth_mean
169,8.450000000000001,0.1388580619021681,301,12.04,78,3,0.038461538461538464,0,0.0,0,0.0,0.0
170,8.5,0.1393488638995165,300,12.0,73,0,0.0,0,0.0,0,0.0,0.0
171,8.55,0.13982987027447716,300,12.0,74,1,0.013513513513513514,0,0.0,0,0.0,0.0
172,8.6,0.1403521303046147,302,12.08,72,2,0.027777777777777776,0,0.0,0,0.0,0.0
173,8.65,0.14089656265358508,304,12.16,70,2,0.02857142857142857,0,0.0,0,0.0,0.0
174,8.700000000000001,0.14145734929766446,302,12.08,69,0,0.0,0,0.0,0,0.0,0.0
175,8.75,0.14214035052343488,303,12.12,69,2,0.028985507246376812,0,0.0,0,0.0,0.0
176,8.8,0.14288586067741954,303,12.12,72,0,0.0,0,0.0,0,0.0,0.0
177,8.85,0.14366793479974996,303,12.12,75,1,0.013333333333333334,0,0.0,0,0.0,0.0
178,8.9,0.14452592102971556,304,12.16,75,1,0.013333333333333334,0,0.0,0,0.0,0.0
179,8.950000000000001,0.14542332472926164,307,12.28,76,3,0.039473684210526314,0,0.0,0,0.0,0.0
180,9.0,0.14637596134596415,309,12.36,74,2,0.02702702702702703,0,0.0,0,0.0,0.0
181,9.05,0.147384008718523,310,12.4,72,2,0.027777777777777776,0,0.0,0,0.0,0.0
182,9.1,0.1484021430467612,312,12.48,74,3,0.04054054054054054,0,0.0,0,0.0,0.0
183,9.15,0.1495030875900851,313,12.52,72,1,0.013888888888888888,0,0.0,0,0.0,0.0
184,9.200000000000001,0.15064617983688772,314,12.56,69,1,0.014492753623188406,0,0.0,0,0.0,0.0
185,9.25,0.1518357350182033,313,12.52,67,0,0.0,0,0.0,0,0.0,0.0
186,9.3,0.15310216590282302,312,12.48,69,3,0.043478260869565216,0,0.0,0,0.0,0.0
187,9.35,0.1543588964832765,311,12.44,69,0,0.0,0,0.0,0,0.0,0.0
188,9.4,0.15567641457698525,313,12.52,69,2,0.028985507246376812,0,0.0,0,0.0,0.0
189,9.450000000000001,0.15704311719544423,312,12.48,71,0,0.0,0,0.0,0,0.0,0.0
190,9.5,0.1584033978003252,313,12.52,73,2,0.0273972602739726,0,0.0,0,0.0,0.0
191,9.55,0.15977085189178408,313,12.52,71,0,0.0,0,0.0,0,0.0,0.0
192,9.600000000000001,0.16118799280488155,311,12.44,70,0,0.0,0,0.0,0,0.0,0.0
193,9.65,0.1625516842104751,311,12.44,70,0,0.0,0,0.0,0,0.0,0.0
194,9.700000000000001,0.16396471196848358,312,12.48,69,1,0.014492753623188406,0,0.0,0,0.0,0.0
195,9.75,0.16542787955561292,315,12.6,70,4,0.05714285714285714,0,0.0,0,0.0,0.0
196,9.8,0.16695166989235047,310,12.4,68,0,0.0,0,0.0,0,0.0,0.0
197,9.850000000000001,0.1683171016119853,309,12.36,69,1,0.014492753623188406,0,0.0,0,0.0,0.0
198,9.9,0.16963035786587005,309,12.36,67,0,0.0,0,0.0,0,0.0,0.0
199,9.950000000000001,0.17098797522712078,310,12.4,67,1,0.014925373134328358,0,0.0,0,0.0,0.0
200,10.0,0.1723916087301566,311,12.44,68,1,0.014705882352941176,0,0.0,0,0.0,0.0
201,10.05,0.17385324727308638,312,12.48,68,1,0.014705882352941176,0,0.0,0,0.0,0.0
202,10.100000000000001,0.17536612934075269,315,12.6,66,3,0.045454545454545456,0,0.0,0,0.0,0.0
203,10.15,0.1769104943959735,314,12.56,66,0,0.0,0,0.0,0,0.0,0.0
204,10.200000000000001,0.1785261029106641,315,12.6,67,1,0.014925373134328358,0,0.0,0,0.0,0.0
205,10.25,0.18019737871474728,316,12.64,66,1,0.015151515151515152,0,0.0,0,0.0,0.0
206,10.3,0.18192005585946133,317,12.68,66,1,0.015151515151515152,0,0.0,0,0.0,0.0
207,10.350000000000001,0.18369862361972533,318,12.72,64,1,0.015625,0,0.0,0,0.0,0.0
208,10.4,0.1855342162273151,315,12.6,63,0,0.0,0,0.0,0,0.0,0.0
209,10.450000000000001,0.18749793048518,317,12.68,64,2,0.03125,0,0.0,0,0.0,0.0
210,10.5,0.18952216496700106,317,12.68,62,0,0.0,0,0.0,0,0.0,0.0
211,10.55,0.19160765478945735,318,12.72,63,2,0.031746031746031744,0,0.0,0,0.0,0.0
212,10.600000000000001,0.19369890634115344,318,12.72,62,0,0.0,0,0.0,0,0.0,0.0
213,10.65,0.19585280440743832,317,12.68,61,0,0.0,0,0.0,0,0.0,0.0
214,10.700000000000001,0.19802507679371048,318,12.72,60,1,0.016666666666666666,0,0.0,0,0.0,0.0
215,10.75,0.20025984657729629,319,12.76,62,2,0.03225806451612903,0,0.0,0,0.0,0.0
216,10.8,0.20259714027153994,320,12.8,60,2,0.03333333333333333,0,0.0,0,0.0,0.0
217,10.850000000000001,0.20500530677475312,322,12.88,60,3,0.05,0,0.0,0,0.0,0.0
218,10.9,0.20742571039140648,322,12.88,58,1,0.017241379310344827,0,0.0,0,0.0,0.0
219,10.950000000000001,0.20985414208371228,322,12.88,58,1,0.017241379310344827,0,0.0,0,0.0,0.0
