mean_x,std_x,crossing_fraction,onset_count,step,time
-0.0006849688371860471,0.01969872339280592,0.0,0,0,0.0
0.0004013429766020781,0.05757798628921148,0.0,0,10,0.1
-0.002842223716419546,0.07118468345510677,0.0,0,20,0.2
-0.00396453021388414,0.07487977423195852,0.0,0,30,0.3
-0.004079981394852285,0.07654177384128509,0.0,0,40,0.4
0.0013581294234921648,0.07842162444031078,0.0,0,50,0.5
0.001652224771236146,0.07935239085453448,0.0,0,60,0.6
0.0016969867208545342,0.08051177186355667,0.0,0,70,0.7000000000000001
-0.0013367264011666547,0.07964312009067759,0.0,0,80,0.8
2.2112501843043918e-05,0.07877466683172323,0.0,0,90,0.9
-0.003910605362472797,0.07808401132246734,0.0,0,100,1.0
-0.00030795234583059995,0.07903387882825663,0.0,0,110,1.1
-0.00024568528057650885,0.08170292147093754,0.0,0,120,1.2
0.0010761878918346516,0.08055917995962081,0.0,0,130,1.3
0.0021104599515130696,0.08273969842962298,0.0,0,140,1.4000000000000001
-0.0007384741435999566,0.0821970584394223,0.0,0,150,1.5
0.0012188155725832912,0.08171916081289247,0.0,0,160,1.6
-0.0005223629226523065,0.08214920402905998,0.0,0,170,1.7
-0.0006856555852965312,0.0807238220388085,0.0,0,180,1.8
-0.003479812718198458,0.0812834067959445,0.0,0,190,1.9000000000000001
-0.0023867541884802146,0.08070524701697031,0.0,0,200,2.0
-0.0006531327114734509,0.08430061046160355,0.0,0,210,2.1
0.0006657691648722015,0.08370791746272765,0.0,0,220,2.2
-0.0009240048839511131,0.08318597040388276,0.0,0,230,2.3000000000000003
-0.003722462891201179,0.08459433399991952,0.0,0,240,2.4
-0.004634747168192862,0.08584638789266634,0.0,0,250,2.5
-0.004473637170162407,0.08490814456559742,0.0,0,260,2.6
-0.0008277886609328142,0.0800485282441655,0.0,0,270,2.7
-0.004073642621652461,0.0807729281540704,0.0,0,280,2.8000000000000003
-0.003108102718249773,0.08308134483638487,0.0,0,290,2.9
-0.0024027257075145943,0.08240264291750421,0.0,0,300,3.0
-0.0010618835716481219,0.08327850223004446,0.0,0,310,3.1
-0.0018962945523921548,0.08345096978946424,0.0,0,320,3.2
