step,residue_coherence,orientation_alignment,corridor_count,proto_corridor_score_mean,proto_corridor_score_max,phase_alignment_mean,corridor_area_fraction
0,0.00139021,0.00143185,13770,0.00277802,0.0408778,0.00609055,0.210114
100,0.253472,0.00196489,48897,0.154348,0.804003,0.00678403,0.746109
200,0.72082,0.00414346,54385,0.219483,0.83083,0.00715891,0.829849
300,1.26956,0.00207475,54689,0.250955,0.900025,0.00703801,0.834488
400,1.70749,0.00453092,54720,0.267436,0.96475,0.00692955,0.834961
500,2.07206,0.00503296,54940,0.281588,0.988173,0.00654114,0.838318
600,2.34977,0.00570516,55085,0.289235,0.947411,0.00629124,0.84053
700,2.56844,0.00252136,55279,0.297067,0.953171,0.00611146,0.843491
800,2.7517,0.00568146,55500,0.302981,0.96411,0.00595582,0.846863
900,2.93592,0.00287032,55683,0.309391,0.989136,0.00582103,0.849655
1000,3.12221,0.00112792,55876,0.315513,0.992052,0.00567444,0.8526
1100,3.30108,0.00569709,56173,0.320841,1.01349,0.00551047,0.857132
1200,3.49247,0.0046558,56398,0.326516,1.02092,0.00537789,0.860565
1300,3.65153,0.00274516,56647,0.329215,0.966486,0.00488171,0.864365
1400,3.79617,0.00115151,56780,0.331734,0.986942,0.00438088,0.866394
1500,3.90254,0.00247554,56835,0.334218,1.03071,0.00395114,0.867233
1600,4.04669,0.00517152,57022,0.340835,1.008,0.00368006,0.870087
1700,4.22774,0.00441623,57144,0.342858,1.0854,0.00345364,0.871948
1800,4.34333,0.00284923,57314,0.346509,1.03151,0.00332533,0.874542
1900,4.53194,0.00797638,57537,0.350605,1.01336,0.00307629,0.877945
1999,4.72923,0.00431306,57713,0.355136,1.04863,0.00282787,0.88063
